Name,ID,Rating,Preferred,Age,Acceleration,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
F. Gino,230984,66,CM,25,69,0,69,61,79,68,49,0,57,63,0,0,0,0,0,0,0,0,0,0,64,56,0,0,58,70,52,0,0,72,0,0,63,0
C. Carrillo,227145,66,CM,25,63,0,75,49,69,67,60,0,31,55,0,0,0,0,0,0,0,0,0,0,62,68,0,0,67,70,60,0,0,65,0,0,63,0
G. Docherty,224842,66,CM,21,66,0,74,59,63,68,62,0,44,68,0,0,0,0,0,0,0,0,0,0,65,51,0,0,57,71,60,0,0,80,0,0,67,0
Ander Guevara,240458,66,CM,20,60,0,68,56,67,69,63,0,61,66,0,0,0,0,0,0,0,0,0,0,67,63,0,0,60,70,47,0,0,53,0,0,70,0
Bruno Leite,236877,66,CM,23,73,0,74,57,65,66,59,0,62,68,0,0,0,0,0,0,0,0,0,0,64,55,0,0,63,67,58,0,0,78,0,0,63,0
R. Dekker,221521,66,CM,23,62,0,71,59,78,65,69,0,51,66,0,0,0,0,0,0,0,0,0,0,68,47,0,0,63,69,66,0,0,75,0,0,62,0
P. Mpanzu,207956,66,CM,24,83,0,66,60,77,64,69,0,41,69,0,0,0,0,0,0,0,0,0,0,64,56,0,0,62,69,65,0,0,75,0,0,65,0
Jajá,229721,66,CM,23,69,0,67,54,70,70,69,0,72,67,0,0,0,0,0,0,0,0,0,0,67,61,0,0,68,68,70,0,0,72,0,0,65,0
A. Faltsetas,198490,66,CM,30,61,0,57,59,64,66,64,0,63,53,0,0,0,0,0,0,0,0,0,0,59,54,0,0,70,67,67,0,0,86,0,0,65,0
N. Haas,225117,66,CM,22,76,0,83,56,82,67,63,0,52,64,0,0,0,0,0,0,0,0,0,0,66,57,0,0,66,69,67,0,0,71,0,0,64,0
T. Valls,225629,66,CM,22,67,0,65,37,65,70,62,0,52,68,0,0,0,0,0,0,0,0,0,0,65,66,0,0,60,69,62,0,0,67,0,0,66,0
M. Busellato,205663,66,CM,25,77,0,84,52,69,69,62,0,62,64,0,0,0,0,0,0,0,0,0,0,65,58,0,0,67,68,54,0,0,89,0,0,58,0
A. Arregui,226405,66,CM,25,71,0,68,50,69,64,62,0,39,62,0,0,0,0,0,0,0,0,0,0,63,63,0,0,55,63,61,0,0,82,0,0,56,0
Álex Barrera,204134,66,CM,27,39,0,32,68,55,68,54,0,40,63,0,0,0,0,0,0,0,0,0,0,67,61,0,0,62,69,65,0,0,52,0,0,68,0
P. Funk,193896,66,CM,28,71,0,72,46,76,63,61,0,63,57,0,0,0,0,0,0,0,0,0,0,58,63,0,0,63,65,68,0,0,89,0,0,58,0
Jano,228971,66,CM,31,49,0,34,36,51,63,70,0,68,57,0,0,0,0,0,0,0,0,0,0,64,49,0,0,78,62,66,0,0,68,0,0,65,0
O. Bulut,205939,66,CM,24,78,0,82,67,74,54,54,0,64,65,0,0,0,0,0,0,0,0,0,0,59,53,0,0,67,67,62,0,0,90,0,0,60,0
A. Marchesano,231027,66,CM,27,67,0,75,61,94,74,57,0,68,70,0,0,0,0,0,0,0,0,0,0,68,61,0,0,57,73,65,0,0,69,0,0,64,0
E. Ndoj,235379,66,CM,21,70,0,64,49,62,68,65,0,49,63,0,0,0,0,0,0,0,0,0,0,66,53,0,0,67,70,60,0,0,74,0,0,64,0
D. Rose,209268,66,CM,30,66,0,78,59,81,65,75,0,64,58,0,0,0,0,0,0,0,0,0,0,61,63,0,0,64,71,61,0,0,81,0,0,62,0
L. Frecklington,163445,66,CM,32,63,0,72,64,73,66,64,0,57,60,0,0,0,0,0,0,0,0,0,0,65,65,0,0,68,66,67,0,0,78,0,0,65,0
J. Byrne,218744,66,CM,22,68,0,78,58,75,67,62,0,72,65,0,0,0,0,0,0,0,0,0,0,69,66,0,0,63,69,67,0,0,71,0,0,67,0
R. Yates,235642,66,CM,20,62,0,68,60,58,66,59,0,43,60,0,0,0,0,0,0,0,0,0,0,66,48,0,0,64,71,58,0,0,90,0,0,57,0
F. Della Rocca,178043,66,CM,30,64,0,70,55,69,69,63,0,61,64,0,0,0,0,0,0,0,0,0,0,62,65,0,0,67,69,67,0,0,73,0,0,63,0
W. Kaptoum,223357,66,CM,21,64,0,81,55,82,75,61,0,57,63,0,0,0,0,0,0,0,0,0,0,69,67,0,0,52,75,73,0,0,59,0,0,62,0
C. Lines,172928,66,CM,32,53,0,60,67,60,69,66,0,70,64,0,0,0,0,0,0,0,0,0,0,65,61,0,0,59,70,63,0,0,66,0,0,73,0
A. Guido,208513,66,CM,24,68,0,65,64,61,66,61,0,62,68,0,0,0,0,0,0,0,0,0,0,68,61,0,0,66,70,68,0,0,63,0,0,65,0
J. Aribo,231044,66,CM,21,79,0,81,66,66,69,63,0,63,68,0,0,0,0,0,0,0,0,0,0,69,40,0,0,60,73,56,0,0,57,0,0,69,0
D. Drocco,193412,66,CM,29,74,0,75,47,92,73,45,0,56,66,0,0,0,0,0,0,0,0,0,0,65,59,0,0,67,70,54,0,0,83,0,0,61,0
E. Aydo?an,232331,66,CM,21,70,0,75,58,71,66,47,0,64,67,0,0,0,0,0,0,0,0,0,0,64,64,0,0,63,68,69,0,0,76,0,0,69,0
J. Cousins,202131,66,CM,24,76,0,78,58,78,68,65,0,23,62,0,0,0,0,0,0,0,0,0,0,69,57,0,0,64,66,68,0,0,79,0,0,61,0
M. Lund,193173,66,CM,27,67,0,58,55,66,67,68,0,60,56,0,0,0,0,0,0,0,0,0,0,65,61,0,0,61,68,67,0,0,68,0,0,68,0
M. Lugo,232342,66,CM,28,53,0,68,60,62,70,68,0,55,77,0,0,0,0,0,0,0,0,0,0,64,66,0,0,70,62,69,0,0,55,0,0,76,0
J. Reeves,203415,66,CM,25,75,0,79,44,83,70,66,0,45,69,0,0,0,0,0,0,0,0,0,0,65,57,0,0,60,68,58,0,0,91,0,0,64,0
A. Jakobsen,227746,66,CM,24,75,0,83,60,77,74,65,0,67,80,0,0,0,0,0,0,0,0,0,0,66,62,0,0,53,71,65,0,0,68,0,0,66,0
J. Karacan,184482,66,CM,29,73,0,73,60,75,64,61,0,54,65,0,0,0,0,0,0,0,0,0,0,62,60,0,0,67,68,70,0,0,78,0,0,64,0
K. Ilsø,188580,66,CM,31,74,0,75,65,72,67,67,0,68,71,0,0,0,0,0,0,0,0,0,0,56,65,0,0,66,66,67,0,0,56,0,0,62,0
Lee Yeong Jae,228007,66,CM,23,65,0,66,61,82,66,60,0,55,62,0,0,0,0,0,0,0,0,0,0,69,67,0,0,65,65,70,0,0,67,0,0,71,0
Q. Moll,211881,66,CM,27,64,0,59,51,61,61,68,0,46,52,0,0,0,0,0,0,0,0,0,0,63,53,0,0,59,70,65,0,0,77,0,0,56,0
C. Gonzáles,228271,66,CM,25,68,0,70,65,69,65,58,0,52,67,0,0,0,0,0,0,0,0,0,0,64,65,0,0,63,66,67,0,0,71,0,0,70,0
R. Nagaki,232879,66,CM,30,46,0,72,46,74,62,60,0,65,58,0,0,0,0,0,0,0,0,0,0,68,61,0,0,61,71,60,0,0,67,0,0,59,0
Cho Won Hee,139443,66,CM,35,69,0,62,59,76,63,65,0,66,63,0,0,0,0,0,0,0,0,0,0,57,53,0,0,64,65,65,0,0,62,0,0,60,0
S. Branca,208311,66,CM,26,73,0,69,59,72,67,61,0,43,64,0,0,0,0,0,0,0,0,0,0,63,57,0,0,67,68,64,0,0,74,0,0,65,0
G. Bijl,225720,66,CM,22,71,0,52,45,63,66,55,0,36,65,0,0,0,0,0,0,0,0,0,0,62,61,0,0,62,65,72,0,0,79,0,0,54,0
D. Miloc,215993,66,CM,27,62,0,68,61,66,65,57,0,40,63,0,0,0,0,0,0,0,0,0,0,67,58,0,0,67,66,48,0,0,88,0,0,62,0
Jonatan Lucca,210365,66,CM,24,55,0,43,56,58,68,46,0,49,65,0,0,0,0,0,0,0,0,0,0,63,52,0,0,65,66,63,0,0,68,0,0,65,0
O. Bozanic,179903,66,CM,29,76,0,76,67,69,70,49,0,66,64,0,0,0,0,0,0,0,0,0,0,62,68,0,0,61,67,69,0,0,78,0,0,63,0
D. Gorter,184001,66,CM,30,65,0,72,64,77,68,70,0,71,65,0,0,0,0,0,0,0,0,0,0,64,65,0,0,66,68,70,0,0,68,0,0,61,0
S. Diakité,198082,66,CM,29,73,0,71,60,56,65,61,0,54,67,0,0,0,0,0,0,0,0,0,0,61,61,0,0,65,67,72,0,0,77,0,0,63,0
O. Käuper,238786,66,CM,21,63,0,62,58,61,68,56,0,48,62,0,0,0,0,0,0,0,0,0,0,65,55,0,0,67,70,62,0,0,66,0,0,67,0
L. Craig,171971,66,CM,31,76,0,64,62,63,67,63,0,67,66,0,0,0,0,0,0,0,0,0,0,65,67,0,0,64,68,69,0,0,69,0,0,66,0
L. Crecco,213957,66,CM,22,67,0,57,66,62,70,64,0,43,66,0,0,0,0,0,0,0,0,0,0,64,54,0,0,72,68,67,0,0,73,0,0,58,0
Cris Salvador,236997,66,CM,23,61,0,66,58,67,67,55,0,49,61,0,0,0,0,0,0,0,0,0,0,67,52,0,0,61,70,61,0,0,73,0,0,67,0
R. Benson,200134,66,CM,26,75,0,87,67,71,65,63,0,58,66,0,0,0,0,0,0,0,0,0,0,65,66,0,0,55,68,66,0,0,79,0,0,68,0
T. Belmonte,241607,66,CM,20,67,0,66,60,71,70,67,0,48,66,0,0,0,0,0,0,0,0,0,0,61,51,0,0,65,72,62,0,0,68,0,0,64,0
T. Naylor,206536,66,CM,27,62,0,68,55,65,62,63,0,55,61,0,0,0,0,0,0,0,0,0,0,62,61,0,0,62,61,65,0,0,80,0,0,60,0
R. Shirasaki,237768,66,CM,25,70,0,73,69,60,64,56,0,62,61,0,0,0,0,0,0,0,0,0,0,62,56,0,0,67,66,54,0,0,74,0,0,67,0
M. Odjer,226249,66,CM,21,88,0,77,65,89,66,57,0,35,65,0,0,0,0,0,0,0,0,0,0,60,68,0,0,69,65,75,0,0,93,0,0,54,0
M. Coulibaly,238282,66,CM,19,69,0,69,60,75,65,63,0,47,66,0,0,0,0,0,0,0,0,0,0,67,52,0,0,65,72,62,0,0,72,0,0,62,0
D. Mayor,192970,66,CM,27,71,0,82,64,82,66,54,0,66,69,0,0,0,0,0,0,0,0,0,0,58,62,0,0,57,60,60,0,0,68,0,0,62,0
X. Emmers,245459,66,CM,18,69,0,52,62,73,69,51,0,61,66,0,0,0,0,0,0,0,0,0,0,70,57,0,0,63,70,63,0,0,58,0,0,69,0
W. Kvist,158676,66,CM,33,43,0,60,58,64,67,72,0,55,56,0,0,0,0,0,0,0,0,0,0,68,52,0,0,68,70,66,0,0,68,0,0,60,0
José Ángel,203733,66,CM,26,60,0,62,64,58,65,67,0,64,57,0,0,0,0,0,0,0,0,0,0,66,63,0,0,68,64,62,0,0,79,0,0,67,0
He Chao,224470,66,CM,23,54,0,74,61,70,54,51,0,54,56,0,0,0,0,0,0,0,0,0,0,62,26,0,0,68,68,46,0,0,49,0,0,61,0
A. Ogogo,183517,66,CM,28,71,0,73,58,77,66,77,0,51,60,0,0,0,0,0,0,0,0,0,0,63,59,0,0,64,68,62,0,0,93,0,0,60,0
D. Pratley,156894,66,CM,33,53,0,67,66,66,65,62,0,61,64,0,0,0,0,0,0,0,0,0,0,61,60,0,0,72,64,65,0,0,88,0,0,63,0
F. Torres,139489,66,CM,35,61,0,85,57,76,66,65,0,70,64,0,0,0,0,0,0,0,0,0,0,66,67,0,0,63,70,72,0,0,65,0,0,66,0
L. Thompson,206562,66,CM,23,68,0,74,56,65,67,63,0,51,63,0,0,0,0,0,0,0,0,0,0,64,52,0,0,62,69,53,0,0,79,0,0,63,0
L. Mulholland,221666,66,CM,29,62,0,55,67,75,67,66,0,58,63,0,0,0,0,0,0,0,0,0,0,59,60,0,0,68,68,67,0,0,72,0,0,60,0
R. Klaasen,210148,66,CM,24,67,0,64,58,66,64,64,0,75,60,0,0,0,0,0,0,0,0,0,0,69,64,0,0,61,68,66,0,0,71,0,0,72,0
M. Ruiz,244973,66,CM,17,73,0,59,57,65,66,62,0,62,68,0,0,0,0,0,0,0,0,0,0,70,63,0,0,66,69,66,0,0,72,0,0,66,0
D. Powers,212718,66,CM,27,60,0,59,62,59,69,65,0,74,64,0,0,0,0,0,0,0,0,0,0,64,69,0,0,65,69,71,0,0,62,0,0,63,0
S. Scougall,221934,66,CM,25,76,0,72,66,85,69,68,0,46,72,0,0,0,0,0,0,0,0,0,0,66,51,0,0,56,68,63,0,0,78,0,0,67,0
H. Hauger,148720,66,CM,32,53,0,67,47,70,65,67,0,58,53,0,0,0,0,0,0,0,0,0,0,63,56,0,0,67,66,65,0,0,67,0,0,57,0
M. Saeid,208371,66,CM,27,74,0,81,57,90,69,65,0,65,66,0,0,0,0,0,0,0,0,0,0,65,59,0,0,68,73,81,0,0,69,0,0,62,0
F. Montero,215028,66,CM,29,66,0,66,68,61,65,53,0,55,64,0,0,0,0,0,0,0,0,0,0,64,62,0,0,68,67,67,0,0,72,0,0,57,0
I. Saavedra,245237,66,CM,19,67,0,72,61,70,68,70,0,34,67,0,0,0,0,0,0,0,0,0,0,66,63,0,0,68,67,61,0,0,73,0,0,61,0
A. Fuchs,239351,66,CM,21,67,0,67,53,68,69,49,0,63,68,0,0,0,0,0,0,0,0,0,0,64,52,0,0,67,69,53,0,0,78,0,0,68,0
T. Tekie,227835,66,CM,21,76,0,92,53,83,71,58,0,63,72,0,0,0,0,0,0,0,0,0,0,69,49,0,0,64,70,60,0,0,66,0,0,72,0
F. Cornejo,215036,66,CM,22,64,0,71,59,78,67,56,0,49,57,0,0,0,0,0,0,0,0,0,0,63,45,0,0,61,71,62,0,0,73,0,0,72,0
D. Edwards,158716,66,CM,32,55,0,61,68,59,62,61,0,60,62,0,0,0,0,0,0,0,0,0,0,58,53,0,0,72,64,63,0,0,84,0,0,63,0
E. Martinez,207613,66,CM,27,66,0,74,66,86,68,60,0,71,66,0,0,0,0,0,0,0,0,0,0,63,55,0,0,64,66,65,0,0,74,0,0,65,0
J. Smeets,229118,66,CM,23,66,0,67,57,70,66,64,0,58,63,0,0,0,0,0,0,0,0,0,0,65,50,0,0,66,67,65,0,0,71,0,0,64,0
J. Intriago,241406,66,CM,22,71,0,66,52,56,68,55,0,59,69,0,0,0,0,0,0,0,0,0,0,68,55,0,0,63,70,65,0,0,78,0,0,58,0
D. Sjölund,53502,66,CM,35,30,0,60,61,68,63,73,0,66,58,0,0,0,0,0,0,0,0,0,0,64,62,0,0,68,67,64,0,0,71,0,0,71,0
C. Colkett,225542,65,CM,21,64,0,58,56,74,68,67,0,67,65,0,0,0,0,0,0,0,0,0,0,67,53,0,0,57,69,61,0,0,63,0,0,69,0
M. Stiefler,211720,65,CM,29,72,0,75,63,71,68,61,0,54,67,0,0,0,0,0,0,0,0,0,0,60,46,0,0,65,70,57,0,0,69,0,0,66,0
A. Sambi Lokonga,241928,65,CM,18,71,0,81,51,69,71,71,0,48,73,0,0,0,0,0,0,0,0,0,0,67,48,0,0,59,70,50,0,0,66,0,0,68,0
K. Dempsey,221705,65,CM,22,73,0,69,65,74,69,67,0,61,70,0,0,0,0,0,0,0,0,0,0,68,59,0,0,55,67,57,0,0,77,0,0,64,0
M. Abusabaan,210700,65,CM,28,66,0,71,62,65,64,55,0,45,65,0,0,0,0,0,0,0,0,0,0,60,69,0,0,65,65,64,0,0,80,0,0,62,0
L. Reed,222477,65,CM,20,70,0,75,58,86,68,63,0,45,65,0,0,0,0,0,0,0,0,0,0,66,53,0,0,56,69,52,0,0,71,0,0,66,0
Z. Kozulj,244750,65,CM,24,71,0,70,64,66,67,64,0,62,66,0,0,0,0,0,0,0,0,0,0,66,70,0,0,62,71,68,0,0,70,0,0,62,0
Song Jin Hyung,184334,65,CM,30,75,0,78,63,79,65,63,0,64,64,0,0,0,0,0,0,0,0,0,0,63,59,0,0,63,66,63,0,0,66,0,0,72,0
D. Pedersen,205072,65,CM,25,66,0,71,46,72,62,55,0,39,55,0,0,0,0,0,0,0,0,0,0,62,51,0,0,54,65,53,0,0,78,0,0,53,0
S. O'Donnell,167697,65,CM,32,52,0,56,60,66,67,67,0,57,58,0,0,0,0,0,0,0,0,0,0,65,59,0,0,62,70,58,0,0,52,0,0,67,0
S. Pontisso,228882,65,CM,21,64,0,62,59,60,68,66,0,58,60,0,0,0,0,0,0,0,0,0,0,66,55,0,0,63,68,70,0,0,61,0,0,65,0
Jeong Hyun Cheol,227859,65,CM,25,50,0,58,57,58,59,59,0,34,55,0,0,0,0,0,0,0,0,0,0,66,62,0,0,63,70,67,0,0,76,0,0,67,0
L. Verstraete,237333,65,CM,19,66,0,58,56,75,66,59,0,61,67,0,0,0,0,0,0,0,0,0,0,67,62,0,0,61,69,70,0,0,66,0,0,65,0
C. Wernitznig,202518,65,CM,28,80,0,76,60,71,65,63,0,69,68,0,0,0,0,0,0,0,0,0,0,44,68,0,0,61,57,74,0,0,71,0,0,62,0
R. Kouamé,239894,65,CM,21,71,0,72,61,73,67,64,0,54,66,0,0,0,0,0,0,0,0,0,0,62,50,0,0,64,66,57,0,0,71,0,0,62,0
M. Lund Nielsen,172568,65,CM,30,62,0,71,58,66,64,64,0,60,54,0,0,0,0,0,0,0,0,0,0,65,65,0,0,67,66,72,0,0,91,0,0,54,0
B. Adjei-Boateng,210970,65,CM,24,71,0,71,64,75,66,58,0,40,59,0,0,0,0,0,0,0,0,0,0,61,69,0,0,60,65,73,0,0,81,0,0,57,0
S. Inagaki,232991,65,CM,26,72,0,70,60,67,70,60,0,55,65,0,0,0,0,0,0,0,0,0,0,67,62,0,0,56,68,58,0,0,77,0,0,59,0
E. Mwepu,243231,65,CM,20,75,0,60,59,66,68,64,0,48,67,0,0,0,0,0,0,0,0,0,0,63,59,0,0,64,66,68,0,0,61,0,0,59,0
F. Viteritti,243743,65,CM,25,78,0,84,58,90,66,66,0,67,65,0,0,0,0,0,0,0,0,0,0,59,62,0,0,57,62,67,0,0,76,0,0,60,0
A. Dyer,185119,65,CM,28,69,0,75,69,74,63,61,0,55,58,0,0,0,0,0,0,0,0,0,0,59,61,0,0,65,63,54,0,0,91,0,0,63,0
J. Méndez,246057,65,CM,21,70,0,74,52,72,56,57,0,32,58,0,0,0,0,0,0,0,0,0,0,67,62,0,0,66,69,64,0,0,69,0,0,55,0
Guridi,238126,65,CM,23,54,0,62,60,74,65,58,0,45,67,0,0,0,0,0,0,0,0,0,0,68,62,0,0,63,72,51,0,0,37,0,0,62,0
L. Goujon,235568,65,CM,22,61,0,61,68,70,68,66,0,34,65,0,0,0,0,0,0,0,0,0,0,67,54,0,0,59,67,52,0,0,70,0,0,59,0
J. Ekkelenkamp,243249,65,CM,18,65,0,68,68,64,68,58,0,54,64,0,0,0,0,0,0,0,0,0,0,66,52,0,0,70,63,62,0,0,61,0,0,59,0
S. O'Keefe,189492,65,CM,27,63,0,74,57,77,67,57,0,49,61,0,0,0,0,0,0,0,0,0,0,62,63,0,0,60,66,62,0,0,74,0,0,62,0
L. Amos,232250,65,CM,21,59,0,67,48,71,62,63,0,54,61,0,0,0,0,0,0,0,0,0,0,67,62,0,0,60,70,57,0,0,72,0,0,70,0
O. Clarke,193608,65,CM,26,64,0,73,51,71,67,56,0,58,64,0,0,0,0,0,0,0,0,0,0,63,68,0,0,60,68,72,0,0,83,0,0,58,0
F. Beltrán,239945,65,CM,20,70,0,75,53,91,69,66,0,58,65,0,0,0,0,0,0,0,0,0,0,66,60,0,0,63,68,62,0,0,59,0,0,67,0
D. Bergqvist,231498,65,CM,25,50,0,51,33,57,56,55,0,27,53,0,0,0,0,0,0,0,0,0,0,64,31,0,0,55,56,50,0,0,70,0,0,53,0
G. Bigirimana,200780,65,CM,24,72,0,86,53,78,62,74,0,70,63,0,0,0,0,0,0,0,0,0,0,67,62,0,0,65,66,53,0,0,75,0,0,62,0
K. Walker,183885,65,CM,28,56,0,68,64,76,62,64,0,64,61,0,0,0,0,0,0,0,0,0,0,62,60,0,0,63,67,64,0,0,77,0,0,60,0
J. Benet,224590,65,CM,23,60,0,63,52,67,66,60,0,62,61,0,0,0,0,0,0,0,0,0,0,67,60,0,0,59,73,66,0,0,74,0,0,65,0
Fidalgo,246608,65,CM,21,65,0,68,59,77,70,68,0,62,68,0,0,0,0,0,0,0,0,0,0,65,48,0,0,62,69,54,0,0,64,0,0,70,0
S. Matuszek,189010,65,CM,29,44,0,60,50,60,53,66,0,54,52,0,0,0,0,0,0,0,0,0,0,59,53,0,0,65,57,59,0,0,83,0,0,45,0
M. Amini,199002,65,CM,25,67,0,80,63,80,67,61,0,44,66,0,0,0,0,0,0,0,0,0,0,65,61,0,0,58,68,69,0,0,72,0,0,67,0
R. Gojani,231514,65,CM,25,74,0,85,60,82,64,68,0,57,65,0,0,0,0,0,0,0,0,0,0,69,49,0,0,66,69,53,0,0,79,0,0,69,0
S. Torrizales,225883,65,CM,26,69,0,78,65,79,67,62,0,55,68,0,0,0,0,0,0,0,0,0,0,65,63,0,0,68,67,65,0,0,67,0,0,67,0
I. Vásquez,213604,65,CM,32,46,0,81,46,77,63,54,0,49,54,0,0,0,0,0,0,0,0,0,0,71,63,0,0,58,74,62,0,0,75,0,0,66,0
M. Damsgaard,241508,65,CM,17,81,0,73,67,80,66,62,0,54,68,0,0,0,0,0,0,0,0,0,0,59,50,0,0,63,64,56,0,0,71,0,0,64,0
J. Petriccione,225381,65,CM,23,58,0,59,65,68,70,57,0,50,64,0,0,0,0,0,0,0,0,0,0,72,46,0,0,63,74,57,0,0,34,0,0,64,0
Kim Min Woo,218471,65,CM,28,73,0,73,60,74,64,60,0,62,63,0,0,0,0,0,0,0,0,0,0,62,62,0,0,60,64,64,0,0,65,0,0,62,0
G. Acampora,225128,65,CM,24,64,0,58,63,75,68,63,0,59,66,0,0,0,0,0,0,0,0,0,0,63,68,0,0,60,72,70,0,0,75,0,0,52,0
A. Cannon,224361,65,CM,22,79,0,72,62,71,67,61,0,60,67,0,0,0,0,0,0,0,0,0,0,61,38,0,0,68,67,58,0,0,80,0,0,62,0
L. Berry,223085,65,CM,25,75,0,77,62,73,64,57,0,45,63,0,0,0,0,0,0,0,0,0,0,62,56,0,0,64,66,55,0,0,81,0,0,66,0
R. Ledson,222836,65,CM,20,62,0,68,57,70,63,56,0,52,63,0,0,0,0,0,0,0,0,0,0,67,52,0,0,64,73,59,0,0,73,0,0,61,0
M. Mbaye,221562,65,CM,22,70,0,67,45,66,71,60,0,40,65,0,0,0,0,0,0,0,0,0,0,72,58,0,0,58,72,55,0,0,74,0,0,52,0
S. Lovric,223866,65,CM,20,54,0,59,54,63,64,66,0,38,58,0,0,0,0,0,0,0,0,0,0,59,58,0,0,71,65,64,0,0,76,0,0,57,0
G. Zelalem,216699,65,CM,21,65,0,65,55,73,70,65,0,65,64,0,0,0,0,0,0,0,0,0,0,71,45,0,0,59,73,51,0,0,60,0,0,70,0
M. Rojas,237183,65,CM,22,69,0,74,70,56,69,66,0,60,73,0,0,0,0,0,0,0,0,0,0,58,65,0,0,69,69,64,0,0,71,0,0,65,0
N. Oroz,223105,65,CM,24,75,0,81,51,78,69,53,0,55,71,0,0,0,0,0,0,0,0,0,0,61,57,0,0,55,68,65,0,0,62,0,0,57,0
E. Hamilton,240513,65,CM,19,60,0,62,59,60,65,54,0,54,61,0,0,0,0,0,0,0,0,0,0,64,68,0,0,61,69,70,0,0,66,0,0,63,0
S. Tronstad,212099,65,CM,22,67,0,76,53,74,65,68,0,58,69,0,0,0,0,0,0,0,0,0,0,63,60,0,0,59,64,61,0,0,75,0,0,62,0
A. Al Zain,230532,65,CM,26,78,0,77,58,58,65,57,0,58,67,0,0,0,0,0,0,0,0,0,0,56,57,0,0,53,61,62,0,0,72,0,0,59,0
G. Nijholt,186502,65,CM,28,53,0,64,54,72,69,65,0,69,65,0,0,0,0,0,0,0,0,0,0,67,67,0,0,57,67,70,0,0,69,0,0,72,0
S. Olsson,236427,65,CM,20,64,0,60,48,69,74,68,0,54,67,0,0,0,0,0,0,0,0,0,0,69,55,0,0,55,74,51,0,0,69,0,0,62,0
Olabe,238225,65,CM,22,65,0,59,66,65,71,59,0,47,68,0,0,0,0,0,0,0,0,0,0,70,49,0,0,63,73,62,0,0,54,0,0,68,0
D. Rodríguez,222611,65,CM,22,71,0,72,66,67,68,61,0,55,67,0,0,0,0,0,0,0,0,0,0,67,62,0,0,60,68,68,0,0,65,0,0,63,0
C. Paredes,237203,65,CM,20,67,0,63,45,64,63,60,0,51,57,0,0,0,0,0,0,0,0,0,0,64,56,0,0,64,73,68,0,0,70,0,0,65,0
L. O'Nien,215700,65,CM,23,73,0,71,55,74,66,57,0,60,59,0,0,0,0,0,0,0,0,0,0,66,60,0,0,58,66,58,0,0,87,0,0,64,0
T. Diagouraga,172952,65,CM,31,67,0,54,61,58,65,69,0,58,62,0,0,0,0,0,0,0,0,0,0,62,52,0,0,59,66,59,0,0,76,0,0,67,0
Yoon Bit Garam,200601,65,CM,28,73,0,72,67,73,61,56,0,64,67,0,0,0,0,0,0,0,0,0,0,62,61,0,0,67,65,72,0,0,67,0,0,65,0
J. Allen,213147,65,CM,23,77,0,70,62,65,60,60,0,50,62,0,0,0,0,0,0,0,0,0,0,69,43,0,0,62,70,51,0,0,82,0,0,65,0
V. Janelt,235167,65,CM,20,65,0,66,46,69,68,62,0,48,63,0,0,0,0,0,0,0,0,0,0,67,57,0,0,62,67,66,0,0,72,0,0,60,0
Aguado,242336,65,CM,22,58,0,52,59,80,69,63,0,65,65,0,0,0,0,0,0,0,0,0,0,69,64,0,0,62,72,59,0,0,42,0,0,65,0
A. Power,182689,65,CM,30,55,0,72,48,78,64,65,0,38,60,0,0,0,0,0,0,0,0,0,0,67,41,0,0,71,69,44,0,0,79,0,0,63,0
A. Sabbione,224930,65,CM,26,61,0,65,57,67,69,58,0,37,61,0,0,0,0,0,0,0,0,0,0,66,46,0,0,62,69,60,0,0,82,0,0,60,0
A. Verschueren,224163,65,CM,21,66,0,72,55,71,64,60,0,32,55,0,0,0,0,0,0,0,0,0,0,64,39,0,0,60,65,44,0,0,74,0,0,54,0
A. Tshibola,216485,65,CM,23,64,0,77,53,66,68,60,0,54,65,0,0,0,0,0,0,0,0,0,0,67,53,0,0,55,68,60,0,0,67,0,0,64,0
Francisco Júnior,208294,65,CM,26,75,0,82,57,87,69,65,0,49,64,0,0,0,0,0,0,0,0,0,0,59,59,0,0,67,64,58,0,0,75,0,0,60,0
J. O'Shea,180903,65,CM,29,61,0,77,65,76,64,78,0,68,62,0,0,0,0,0,0,0,0,0,0,47,66,0,0,55,63,61,0,0,60,0,0,70,0
Y. Adli,243627,65,CM,17,62,0,65,59,57,72,65,0,60,74,0,0,0,0,0,0,0,0,0,0,65,53,0,0,56,67,67,0,0,59,0,0,65,0
M. Scavone,200877,65,CM,31,74,0,83,60,69,71,68,0,54,68,0,0,0,0,0,0,0,0,0,0,60,62,0,0,64,70,60,0,0,74,0,0,64,0
G. Carpani,230574,65,CM,24,67,0,67,59,66,66,67,0,61,64,0,0,0,0,0,0,0,0,0,0,60,68,0,0,70,66,66,0,0,78,0,0,60,0
P. Sontheimer,237490,65,CM,19,68,0,82,52,91,68,66,0,57,64,0,0,0,0,0,0,0,0,0,0,67,36,0,0,62,69,51,0,0,78,0,0,63,0
