Name,ID,Rating,Preferred,Age,Acceleration,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
Ibrahim Amadou,211382,72,CDM,23,0,75,0,0,0,66,67,0,0,0,0,0,0,0,0,0,0,0,71,0,66,0,74,0,76,68,0,66,0,74,74,79,62,0
José Mari,210868,72,CDM,29,0,75,0,0,0,74,60,0,0,0,0,0,0,0,0,0,0,0,75,0,70,0,59,0,71,73,0,67,0,69,74,68,66,0
Joey Pelupessy,209701,72,CDM,23,0,71,0,0,0,71,53,0,0,0,0,0,0,0,0,0,0,0,76,0,70,0,63,0,61,75,0,63,0,82,70,74,65,0
Harrison Henao,208960,72,CDM,30,0,78,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,73,0,72,0,74,0,64,68,0,70,0,86,68,75,59,0
Ibrahima Cissé,208309,72,CDM,23,0,73,0,0,0,70,66,0,0,0,0,0,0,0,0,0,0,0,71,0,68,0,67,0,70,73,0,70,0,78,72,73,68,0
Slobodan Medojević,207523,72,CDM,26,0,83,0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,73,0,69,0,70,0,72,73,0,72,0,68,74,75,59,0
Kevin Stewart,206538,72,CDM,23,0,73,0,0,0,70,63,0,0,0,0,0,0,0,0,0,0,0,71,0,65,0,72,0,65,76,0,71,0,74,73,77,69,0
Nir Bitton,206317,72,CDM,25,0,72,0,0,0,68,81,0,0,0,0,0,0,0,0,0,0,0,72,0,70,0,70,0,61,74,0,72,0,75,74,73,64,0
Oscar Lewicki,205210,72,CDM,24,0,86,0,0,0,66,73,0,0,0,0,0,0,0,0,0,0,0,80,0,68,0,70,0,69,64,0,74,0,83,70,70,64,0
Rafael Baca,204771,72,CDM,27,0,60,0,0,0,73,75,0,0,0,0,0,0,0,0,0,0,0,71,0,70,0,70,0,70,72,0,69,0,85,70,64,69,0
David Pavelka,203604,72,CDM,25,0,80,0,0,0,76,68,0,0,0,0,0,0,0,0,0,0,0,68,0,73,0,66,0,71,74,0,65,0,76,69,75,65,0
Ismaël Diomandé,203435,72,CDM,24,0,77,0,0,0,70,52,0,0,0,0,0,0,0,0,0,0,0,73,0,67,0,72,0,68,73,0,69,0,74,72,75,58,0
Hernán,202413,72,CDM,26,0,85,0,0,0,77,71,0,0,0,0,0,0,0,0,0,0,0,70,0,63,0,58,0,64,79,0,71,0,76,75,71,65,0
Mohammed Abu,201359,70,CDM,25,0,72,0,0,0,71,64,0,0,0,0,0,0,0,0,0,0,0,68,0,75,0,55,0,70,71,0,65,0,73,69,68,62,0
Errasti,201146,72,CDM,28,0,73,0,0,0,69,44,0,0,0,0,0,0,0,0,0,0,0,75,0,67,0,72,0,64,73,0,69,0,77,74,77,57,0
Taulant Xhaka,199504,72,CDM,26,0,85,0,0,0,72,73,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,69,0,64,72,0,73,0,91,69,76,63,0
Anthony Losilla,199288,72,CDM,31,0,69,0,0,0,71,72,0,0,0,0,0,0,0,0,0,0,0,70,0,67,0,70,0,69,70,0,64,0,92,68,74,67,0
Amir Abrashi,199282,72,CDM,27,0,88,0,0,0,64,55,0,0,0,0,0,0,0,0,0,0,0,73,0,61,0,70,0,69,65,0,77,0,91,75,70,60,0
Raoul Cedric Loé,198573,72,CDM,28,0,72,0,0,0,65,48,0,0,0,0,0,0,0,0,0,0,0,76,0,65,0,52,0,67,70,0,63,0,82,84,88,69,0
George Thorne,198379,72,CDM,24,0,67,0,0,0,69,72,0,0,0,0,0,0,0,0,0,0,0,65,0,71,0,69,0,72,76,0,67,0,71,73,73,73,0
Damian Dąbrowski,198046,72,CDM,24,0,65,0,0,0,71,59,0,0,0,0,0,0,0,0,0,0,0,79,0,71,0,67,0,71,73,0,65,0,67,71,59,68,0
Baena,195687,72,CDM,28,0,80,0,0,0,67,70,0,0,0,0,0,0,0,0,0,0,0,77,0,67,0,71,0,72,72,0,70,0,45,80,70,61,0
Cristian Erbes,194885,72,CDM,27,0,77,0,0,0,70,66,0,0,0,0,0,0,0,0,0,0,0,76,0,65,0,71,0,72,70,0,73,0,75,71,66,60,0
Juan Domínguez,193735,72,CDM,27,0,59,0,0,0,75,58,0,0,0,0,0,0,0,0,0,0,0,76,0,70,0,62,0,75,76,0,59,0,80,63,69,72,0
Cauê,193693,72,CDM,27,0,84,0,0,0,68,72,0,0,0,0,0,0,0,0,0,0,0,71,0,64,0,72,0,74,69,0,68,0,78,71,79,61,0
Mustapha Diallo,192673,72,CDM,30,0,89,0,0,0,69,57,0,0,0,0,0,0,0,0,0,0,0,73,0,66,0,67,0,70,75,0,71,0,75,69,85,54,0
Fabián Rinaudo,192371,72,CDM,29,0,83,0,0,0,66,78,0,0,0,0,0,0,0,0,0,0,0,74,0,71,0,65,0,74,69,0,79,0,76,72,68,64,0
Rene Krhin,192205,72,CDM,26,0,71,0,0,0,70,75,0,0,0,0,0,0,0,0,0,0,0,75,0,73,0,61,0,72,76,0,59,0,62,80,77,64,0
Soni Mustivar,190396,72,CDM,27,0,75,0,0,0,69,65,0,0,0,0,0,0,0,0,0,0,0,74,0,71,0,70,0,69,71,0,67,0,84,71,69,64,0
Florian Jungwirth,189397,72,CDM,28,0,69,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,78,0,70,0,69,0,71,71,0,74,0,81,70,73,53,0
Johannes Flum,188586,72,CDM,29,0,73,0,0,0,70,76,0,0,0,0,0,0,0,0,0,0,0,74,0,71,0,68,0,73,74,0,64,0,65,71,76,73,0
Sergio Tejera,184417,72,CDM,26,0,93,0,0,0,73,60,0,0,0,0,0,0,0,0,0,0,0,65,0,72,0,66,0,59,77,0,68,0,75,69,67,71,0
Jonathan Hogg,183546,72,CDM,28,0,75,0,0,0,68,69,0,0,0,0,0,0,0,0,0,0,0,69,0,66,0,68,0,73,72,0,72,0,90,72,63,62,0
Damien Marcq,181436,72,CDM,28,0,74,0,0,0,67,71,0,0,0,0,0,0,0,0,0,0,0,75,0,70,0,67,0,71,69,0,70,0,77,72,73,62,0
Ceyhun Gülselam,180409,72,CDM,29,0,72,0,0,0,64,54,0,0,0,0,0,0,0,0,0,0,0,73,0,65,0,75,0,74,72,0,70,0,69,73,90,59,0
Maurice Edu,179686,70,CDM,30,0,83,0,0,0,65,63,0,0,0,0,0,0,0,0,0,0,0,63,0,66,0,70,0,69,70,0,71,0,79,70,85,58,0
Taras Mykhalyk,179515,72,CDM,33,0,75,0,0,0,62,68,0,0,0,0,0,0,0,0,0,0,0,74,0,72,0,72,0,65,77,0,75,0,74,71,80,48,0
Wout Brama,178319,72,CDM,30,0,65,0,0,0,70,72,0,0,0,0,0,0,0,0,0,0,0,70,0,73,0,68,0,72,71,0,69,0,85,71,67,64,0
Mehmet Güven,177914,72,CDM,29,0,75,0,0,0,77,66,0,0,0,0,0,0,0,0,0,0,0,72,0,72,0,67,0,68,74,0,65,0,69,71,78,64,0
Nuno Coelho,177137,72,CDM,29,0,81,0,0,0,65,69,0,0,0,0,0,0,0,0,0,0,0,78,0,65,0,70,0,74,71,0,68,0,77,72,68,55,0
Mark Milligan,176992,72,CDM,31,0,80,0,0,0,66,75,0,0,0,0,0,0,0,0,0,0,0,60,0,73,0,71,0,69,69,0,73,0,83,75,78,73,0
McDonald Mariga,176846,72,CDM,29,0,76,0,0,0,70,61,0,0,0,0,0,0,0,0,0,0,0,76,0,67,0,64,0,67,71,0,68,0,76,72,88,62,0
Joey van den Berg,172141,72,CDM,31,0,93,0,0,0,67,71,0,0,0,0,0,0,0,0,0,0,0,71,0,68,0,66,0,67,69,0,72,0,77,71,83,65,0
Matías Fritzler,172113,72,CDM,30,0,74,0,0,0,63,56,0,0,0,0,0,0,0,0,0,0,0,83,0,64,0,58,0,68,69,0,76,0,69,82,62,66,0
Luso,171774,72,CDM,32,0,81,0,0,0,68,59,0,0,0,0,0,0,0,0,0,0,0,78,0,66,0,59,0,67,72,0,71,0,75,80,75,58,0
Sam Hutchinson,169708,72,CDM,27,0,92,0,0,0,67,70,0,0,0,0,0,0,0,0,0,0,0,73,0,68,0,69,0,69,72,0,75,0,65,71,72,53,0
Abou Diaby,163423,72,CDM,30,0,74,0,0,0,74,84,0,0,0,0,0,0,0,0,0,0,0,68,0,72,0,69,0,74,74,0,73,0,34,74,69,77,0
Alejandro Faurlín,153164,72,CDM,30,0,80,0,0,0,70,80,0,0,0,0,0,0,0,0,0,0,0,67,0,77,0,59,0,80,77,0,70,0,59,69,80,75,0
Bradley Johnson,152536,72,CDM,29,0,90,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,73,0,68,0,61,0,69,67,0,67,0,80,70,80,66,0
Seoane,145996,72,CDM,34,0,78,0,0,0,74,75,0,0,0,0,0,0,0,0,0,0,0,75,0,59,0,69,0,65,72,0,59,0,83,73,76,63,0
Dorca,145117,72,CDM,34,0,80,0,0,0,70,81,0,0,0,0,0,0,0,0,0,0,0,73,0,67,0,64,0,67,72,0,59,0,80,72,79,66,0
Killian Overmeire,135891,72,CDM,31,0,74,0,0,0,71,70,0,0,0,0,0,0,0,0,0,0,0,74,0,74,0,60,0,68,70,0,69,0,85,69,81,64,0
Merter Yüce,126909,72,CDM,32,0,69,0,0,0,76,56,0,0,0,0,0,0,0,0,0,0,0,75,0,65,0,70,0,73,72,0,66,0,71,74,82,51,0
Hamit Altıntop,107647,72,CDM,34,0,76,0,0,0,73,79,0,0,0,0,0,0,0,0,0,0,0,70,0,75,0,64,0,77,76,0,66,0,54,72,74,77,0
Peter Niemeyer,54018,72,CDM,33,0,83,0,0,0,57,63,0,0,0,0,0,0,0,0,0,0,0,78,0,58,0,73,0,75,68,0,76,0,68,77,84,57,0
Alou Diarra,53030,72,CDM,35,0,75,0,0,0,74,75,0,0,0,0,0,0,0,0,0,0,0,75,0,73,0,67,0,71,75,0,70,0,34,73,82,62,0
Cristian Ledesma,52797,72,CDM,34,0,74,0,0,0,79,78,0,0,0,0,0,0,0,0,0,0,0,71,0,82,0,53,0,78,78,0,61,0,55,63,68,83,0
Benoît Pedretti,41874,72,CDM,36,0,74,0,0,0,73,79,0,0,0,0,0,0,0,0,0,0,0,73,0,77,0,67,0,68,78,0,61,0,64,68,51,78,0
Lionel Mathis,41634,72,CDM,35,0,81,0,0,0,68,69,0,0,0,0,0,0,0,0,0,0,0,78,0,70,0,69,0,79,70,0,69,0,70,71,59,63,0
Scott Parker,8517,72,CDM,36,0,79,0,0,0,72,83,0,0,0,0,0,0,0,0,0,0,0,71,0,68,0,74,0,70,76,0,71,0,60,73,68,65,0
Ramón Folch,234763,71,CDM,27,0,68,0,0,0,65,75,0,0,0,0,0,0,0,0,0,0,0,68,0,72,0,64,0,71,76,0,65,0,91,66,63,71,0
Santiago Ascacibar,232244,71,CDM,20,0,64,0,0,0,55,57,0,0,0,0,0,0,0,0,0,0,0,83,0,62,0,65,0,63,71,0,80,0,92,78,46,59,0
Giorgi Aburjania,232090,71,CDM,22,0,69,0,0,0,71,72,0,0,0,0,0,0,0,0,0,0,0,73,0,70,0,61,0,71,74,0,62,0,66,70,70,74,0
Hugo Rubiães,230530,71,CDM,33,0,67,0,0,0,71,60,0,0,0,0,0,0,0,0,0,0,0,76,0,66,0,67,0,72,71,0,76,0,67,74,67,54,0
Vieiraldo Junior,230441,71,CDM,25,0,78,0,0,0,70,64,0,0,0,0,0,0,0,0,0,0,0,68,0,62,0,71,0,70,68,0,70,0,78,77,78,54,0
Luis Couprins,230435,71,CDM,29,0,79,0,0,0,60,56,0,0,0,0,0,0,0,0,0,0,0,77,0,75,0,63,0,64,77,0,63,0,75,71,59,65,0
Sandelas Júnior,230424,71,CDM,25,0,76,0,0,0,67,69,0,0,0,0,0,0,0,0,0,0,0,74,0,71,0,66,0,71,69,0,65,0,74,72,77,61,0
Alex das Freitas,230235,71,CDM,29,0,69,0,0,0,68,43,0,0,0,0,0,0,0,0,0,0,0,76,0,75,0,68,0,68,67,0,75,0,74,72,68,43,0
Assane Dioussé,230144,71,CDM,19,0,68,0,0,0,76,60,0,0,0,0,0,0,0,0,0,0,0,68,0,74,0,62,0,66,76,0,68,0,79,70,55,70,0
Alejandro Camargo,229201,71,CDM,27,0,74,0,0,0,72,64,0,0,0,0,0,0,0,0,0,0,0,66,0,71,0,74,0,65,76,0,49,0,81,72,71,56,0
Zeki Yıldırım,229053,71,CDM,26,0,75,0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,75,0,63,0,73,0,60,65,0,70,0,79,73,74,63,0
Rachid Aït Atmane,225120,71,CDM,24,0,57,0,0,0,73,63,0,0,0,0,0,0,0,0,0,0,0,74,0,71,0,60,0,67,75,0,64,0,71,69,79,67,0
Agustín Farías,224057,71,CDM,29,0,82,0,0,0,66,58,0,0,0,0,0,0,0,0,0,0,0,73,0,64,0,69,0,68,68,0,69,0,80,74,73,60,0
Gideon Jung,223751,71,CDM,22,0,65,0,0,0,72,61,0,0,0,0,0,0,0,0,0,0,0,72,0,68,0,69,0,69,73,0,71,0,55,75,74,55,0
Issa Sarr,223436,71,CDM,30,0,56,0,0,0,71,59,0,0,0,0,0,0,0,0,0,0,0,72,0,76,0,69,0,61,71,0,67,0,80,73,67,59,0
Sebastian Griesbeck,222553,71,CDM,26,0,74,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,69,0,67,0,67,0,68,71,0,68,0,83,70,83,57,0
Paul Anton,222224,71,CDM,25,0,73,0,0,0,72,69,0,0,0,0,0,0,0,0,0,0,0,70,0,80,0,72,0,71,69,0,59,0,75,64,67,59,0
Micheal Azira,220700,71,CDM,29,0,80,0,0,0,67,63,0,0,0,0,0,0,0,0,0,0,0,76,0,65,0,66,0,61,73,0,59,0,83,70,70,55,0
Luismi,220638,71,CDM,24,0,81,0,0,0,61,52,0,0,0,0,0,0,0,0,0,0,0,75,0,61,0,72,0,65,65,0,73,0,71,76,78,63,0
Joaquín Arzura,219617,71,CDM,23,0,73,0,0,0,67,56,0,0,0,0,0,0,0,0,0,0,0,74,0,69,0,66,0,69,68,0,70,0,85,71,71,61,0
Federico Lértora,215157,71,CDM,26,0,68,0,0,0,70,61,0,0,0,0,0,0,0,0,0,0,0,67,0,68,0,77,0,65,69,0,72,0,75,76,70,63,0
Lorenzo Reyes,214717,71,CDM,25,0,76,0,0,0,65,58,0,0,0,0,0,0,0,0,0,0,0,72,0,68,0,63,0,64,73,0,67,0,83,74,67,65,0
Sebastián Martínez,214413,71,CDM,23,0,67,0,0,0,70,58,0,0,0,0,0,0,0,0,0,0,0,75,0,67,0,70,0,67,72,0,73,0,80,69,64,59,0
Rafael Carrascal,214366,71,CDM,24,0,68,0,0,0,72,66,0,0,0,0,0,0,0,0,0,0,0,72,0,75,0,65,0,75,72,0,63,0,75,68,63,70,0
Mathías Riquero,214258,71,CDM,34,0,78,0,0,0,74,76,0,0,0,0,0,0,0,0,0,0,0,63,0,70,0,68,0,66,75,0,58,0,75,72,74,59,0
John Hernández,214198,71,CDM,30,0,73,0,0,0,68,74,0,0,0,0,0,0,0,0,0,0,0,65,0,73,0,68,0,70,73,0,62,0,84,70,63,68,0
Cristian Higuita,214025,71,CDM,22,0,85,0,0,0,69,68,0,0,0,0,0,0,0,0,0,0,0,64,0,65,0,66,0,63,71,0,71,0,85,73,73,65,0
Diego Rodríguez,213974,71,CDM,27,0,73,0,0,0,72,51,0,0,0,0,0,0,0,0,0,0,0,72,0,75,0,71,0,68,66,0,75,0,74,71,63,45,0
Kellyn Acosta,213209,70,CDM,21,0,71,0,0,0,70,68,0,0,0,0,0,0,0,0,0,0,0,69,0,69,0,66,0,73,71,0,62,0,84,66,68,64,0
Mikel Agu,209984,71,CDM,23,0,86,0,0,0,66,60,0,0,0,0,0,0,0,0,0,0,0,70,0,66,0,68,0,67,69,0,68,0,82,71,80,47,0
Birama Touré,209698,71,CDM,24,0,73,0,0,0,72,60,0,0,0,0,0,0,0,0,0,0,0,71,0,68,0,69,0,70,72,0,68,0,71,72,73,56,0
Ibrahim Ghaleb,208923,71,CDM,26,0,67,0,0,0,72,74,0,0,0,0,0,0,0,0,0,0,0,68,0,74,0,70,0,65,75,0,69,0,62,68,72,70,0
Dimitrios Kourbelis,208260,71,CDM,23,0,80,0,0,0,65,60,0,0,0,0,0,0,0,0,0,0,0,69,0,70,0,70,0,60,72,0,70,0,77,73,69,54,0
Lucas Torró,208137,71,CDM,22,0,60,0,0,0,73,41,0,0,0,0,0,0,0,0,0,0,0,73,0,66,0,62,0,65,78,0,63,0,77,72,75,61,0
Boubacar Fofana,208030,71,CDM,27,0,86,0,0,0,64,69,0,0,0,0,0,0,0,0,0,0,0,67,0,63,0,61,0,63,71,0,64,0,91,74,90,56,0
Stéphane Badji,208015,71,CDM,27,0,78,0,0,0,63,68,0,0,0,0,0,0,0,0,0,0,0,73,0,67,0,68,0,69,68,0,73,0,83,72,80,58,0
Roman Emelyanov,205954,71,CDM,24,0,58,0,0,0,68,59,0,0,0,0,0,0,0,0,0,0,0,72,0,70,0,67,0,72,72,0,68,0,75,71,81,60,0
Oriol Rosell,204677,71,CDM,24,0,65,0,0,0,75,69,0,0,0,0,0,0,0,0,0,0,0,72,0,73,0,63,0,71,76,0,64,0,64,65,73,65,0
Raphael Holzhauser,204493,71,CDM,24,0,74,0,0,0,77,63,0,0,0,0,0,0,0,0,0,0,0,62,0,75,0,65,0,66,75,0,67,0,66,65,84,67,0
Diego Chará,203067,71,CDM,30,0,89,0,0,0,69,71,0,0,0,0,0,0,0,0,0,0,0,65,0,70,0,67,0,70,73,0,61,0,84,73,65,59,0
Isaías,203024,71,CDM,30,0,68,0,0,0,71,72,0,0,0,0,0,0,0,0,0,0,0,66,0,73,0,62,0,76,72,0,63,0,73,70,64,78,0
Erik Morán,201991,71,CDM,25,0,72,0,0,0,70,53,0,0,0,0,0,0,0,0,0,0,0,70,0,72,0,58,0,64,76,0,61,0,71,75,76,68,0
Thibault Moulin,201257,71,CDM,27,0,75,0,0,0,70,66,0,0,0,0,0,0,0,0,0,0,0,65,0,70,0,65,0,68,73,0,63,0,90,69,70,76,0
Giannis Maniatis,200542,71,CDM,30,0,76,0,0,0,70,67,0,0,0,0,0,0,0,0,0,0,0,75,0,68,0,70,0,74,67,0,71,0,67,68,69,62,0
Gaztañaga,200539,71,CDM,25,0,61,0,0,0,67,50,0,0,0,0,0,0,0,0,0,0,0,72,0,68,0,67,0,74,71,0,69,0,78,75,73,63,0
Graeme Shinnie,200302,71,CDM,25,0,74,0,0,0,67,72,0,0,0,0,0,0,0,0,0,0,0,72,0,62,0,69,0,70,70,0,72,0,91,72,62,65,0
Nicolas Höfler,199897,71,CDM,27,0,66,0,0,0,69,76,0,0,0,0,0,0,0,0,0,0,0,74,0,67,0,69,0,70,74,0,68,0,73,70,72,63,0
Maikel Kieftenbeld,199584,71,CDM,26,0,77,0,0,0,69,66,0,0,0,0,0,0,0,0,0,0,0,70,0,66,0,62,0,67,71,0,74,0,81,72,71,64,0
Ákos Elek,199319,71,CDM,28,0,78,0,0,0,71,81,0,0,0,0,0,0,0,0,0,0,0,71,0,65,0,72,0,68,68,0,65,0,81,68,87,57,0
Alexandr Kolomeytsev,198654,71,CDM,28,0,55,0,0,0,72,70,0,0,0,0,0,0,0,0,0,0,0,69,0,73,0,66,0,67,77,0,58,0,83,68,76,73,0
Christophe Diandy,196991,71,CDM,26,0,69,0,0,0,68,65,0,0,0,0,0,0,0,0,0,0,0,70,0,68,0,66,0,72,71,0,66,0,81,70,76,63,0
Radosav Petrović,195087,71,CDM,28,0,69,0,0,0,74,63,0,0,0,0,0,0,0,0,0,0,0,76,0,67,0,65,0,73,71,0,59,0,72,65,88,66,0
David Davis,195020,71,CDM,26,0,86,0,0,0,67,58,0,0,0,0,0,0,0,0,0,0,0,72,0,62,0,66,0,69,66,0,71,0,84,68,80,58,0
Javi Ros,194329,71,CDM,27,0,73,0,0,0,68,65,0,0,0,0,0,0,0,0,0,0,0,64,0,75,0,65,0,68,77,0,67,0,79,66,66,73,0
Hernán Bernardello,192369,71,CDM,30,0,75,0,0,0,72,70,0,0,0,0,0,0,0,0,0,0,0,68,0,72,0,64,0,69,74,0,62,0,80,68,69,65,0
Abdulmalek Al Khaibari,191843,71,CDM,31,0,80,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,72,0,66,0,72,0,65,71,0,71,0,83,69,78,53,0
Ruslan Kambolov,189581,71,CDM,27,0,70,0,0,0,63,72,0,0,0,0,0,0,0,0,0,0,0,72,0,72,0,71,0,69,70,0,74,0,66,71,73,60,0
Fausto Rossi,189477,71,CDM,26,0,71,0,0,0,73,60,0,0,0,0,0,0,0,0,0,0,0,71,0,73,0,70,0,71,76,0,55,0,60,70,56,76,0
Ahmed Kashi,188825,71,CDM,28,0,79,0,0,0,65,53,0,0,0,0,0,0,0,0,0,0,0,72,0,61,0,71,0,71,68,0,69,0,88,72,71,59,0
Bakary Saré,187859,71,CDM,26,0,90,0,0,0,64,74,0,0,0,0,0,0,0,0,0,0,0,74,0,58,0,72,0,73,65,0,71,0,81,73,75,59,0
Montoro,186682,71,CDM,28,0,64,0,0,0,75,53,0,0,0,0,0,0,0,0,0,0,0,71,0,77,0,60,0,55,74,0,69,0,72,70,74,74,0
Nílton,184972,71,CDM,29,0,87,0,0,0,68,65,0,0,0,0,0,0,0,0,0,0,0,70,0,68,0,68,0,68,70,0,68,0,61,70,91,64,0
Egidio Arévalo Ríos,182103,71,CDM,35,0,82,0,0,0,66,81,0,0,0,0,0,0,0,0,0,0,0,82,0,65,0,70,0,69,65,0,68,0,73,70,69,57,0
Hajime Hosogai,181106,71,CDM,30,0,74,0,0,0,71,67,0,0,0,0,0,0,0,0,0,0,0,73,0,68,0,68,0,72,69,0,70,0,74,70,59,67,0
Xavi Torres,179528,71,CDM,30,0,73,0,0,0,66,74,0,0,0,0,0,0,0,0,0,0,0,76,0,69,0,64,0,73,72,0,59,0,70,71,80,72,0
André Leão,178108,71,CDM,31,0,75,0,0,0,66,69,0,0,0,0,0,0,0,0,0,0,0,73,0,64,0,65,0,66,71,0,66,0,83,75,80,65,0
José Guerrero,177955,71,CDM,29,0,76,0,0,0,70,66,0,0,0,0,0,0,0,0,0,0,0,71,0,71,0,67,0,68,70,0,68,0,81,67,73,64,0
Tomasz Jodłowiec,172756,71,CDM,31,0,83,0,0,0,65,68,0,0,0,0,0,0,0,0,0,0,0,72,0,68,0,64,0,62,69,0,65,0,76,75,90,68,0
Gertjan De Mets,172149,71,CDM,29,0,72,0,0,0,68,71,0,0,0,0,0,0,0,0,0,0,0,74,0,72,0,66,0,69,71,0,68,0,74,70,67,68,0
Sastre,170915,71,CDM,31,0,78,0,0,0,68,54,0,0,0,0,0,0,0,0,0,0,0,69,0,77,0,52,0,67,76,0,61,0,76,70,70,68,0
Viktor Fayzulin,167005,71,CDM,30,0,67,0,0,0,75,70,0,0,0,0,0,0,0,0,0,0,0,73,0,76,0,63,0,71,78,0,68,0,63,65,59,72,0
Pita,164470,71,CDM,32,0,65,0,0,0,73,77,0,0,0,0,0,0,0,0,0,0,0,66,0,73,0,65,0,75,77,0,63,0,60,68,71,72,0
Grant Leadbitter,163625,71,CDM,31,0,73,0,0,0,73,71,0,0,0,0,0,0,0,0,0,0,0,65,0,70,0,68,0,66,74,0,65,0,71,68,71,72,0
Ólafur Ingi Skúlason,160770,71,CDM,33,0,80,0,0,0,67,72,0,0,0,0,0,0,0,0,0,0,0,69,0,67,0,66,0,71,68,0,65,0,85,70,75,66,0
Avimiled Rivas,160309,71,CDM,32,0,74,0,0,0,72,64,0,0,0,0,0,0,0,0,0,0,0,57,0,75,0,74,0,72,71,0,62,0,78,71,71,69,0
Łukasz Trałka,155671,71,CDM,32,0,77,0,0,0,61,64,0,0,0,0,0,0,0,0,0,0,0,73,0,70,0,67,0,59,69,0,65,0,83,71,78,67,0
Juan Rodriguez,147305,71,CDM,34,0,80,0,0,0,72,81,0,0,0,0,0,0,0,0,0,0,0,70,0,67,0,62,0,70,77,0,59,0,63,73,77,72,0
Israel Damonte,142592,71,CDM,35,0,78,0,0,0,72,65,0,0,0,0,0,0,0,0,0,0,0,70,0,72,0,69,0,67,74,0,67,0,56,69,66,69,0
Alexandros Tziolis,142329,71,CDM,32,0,73,0,0,0,70,73,0,0,0,0,0,0,0,0,0,0,0,71,0,71,0,65,0,69,72,0,64,0,74,70,80,67,0
Carlos Salcido,139229,71,CDM,36,0,81,0,0,0,68,73,0,0,0,0,0,0,0,0,0,0,0,69,0,68,0,69,0,69,70,0,69,0,66,70,80,61,0
Hassan Yebda,138673,71,CDM,32,0,86,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,70,0,70,0,56,0,71,74,0,69,0,52,74,78,65,0
Marco Donadel,122361,71,CDM,33,0,84,0,0,0,72,71,0,0,0,0,0,0,0,0,0,0,0,67,0,75,0,65,0,72,72,0,66,0,68,66,65,69,0
Benoît Cheyrou,41734,71,CDM,35,0,75,0,0,0,73,77,0,0,0,0,0,0,0,0,0,0,0,70,0,74,0,63,0,69,71,0,68,0,65,67,74,63,0
Tomáš Souček,236792,70,CDM,22,0,68,0,0,0,68,65,0,0,0,0,0,0,0,0,0,0,0,73,0,67,0,70,0,67,72,0,65,0,75,68,70,64,0
Manolis Siopis,236773,70,CDM,22,0,68,0,0,0,64,63,0,0,0,0,0,0,0,0,0,0,0,69,0,69,0,75,0,66,73,0,75,0,75,71,58,59,0
Sasa Lukic,236699,70,CDM,20,0,64,0,0,0,76,68,0,0,0,0,0,0,0,0,0,0,0,64,0,72,0,61,0,64,76,0,69,0,68,69,65,64,0
Luan Sendeiro,236145,70,CDM,25,0,62,0,0,0,69,55,0,0,0,0,0,0,0,0,0,0,0,67,0,78,0,68,0,68,72,0,67,0,65,63,70,72,0
Mateus,235006,70,CDM,25,0,85,0,0,0,65,58,0,0,0,0,0,0,0,0,0,0,0,72,0,66,0,68,0,59,73,0,70,0,69,72,75,54,0
Gonzalo Papa,232662,70,CDM,27,0,66,0,0,0,60,59,0,0,0,0,0,0,0,0,0,0,0,76,0,61,0,67,0,75,64,0,72,0,77,76,75,48,0
Saberto Botelho,230531,70,CDM,29,0,88,0,0,0,62,67,0,0,0,0,0,0,0,0,0,0,0,66,0,66,0,70,0,67,68,0,71,0,82,75,80,46,0
Diegildo Ramos,230449,70,CDM,25,0,71,0,0,0,61,71,0,0,0,0,0,0,0,0,0,0,0,71,0,66,0,63,0,73,69,0,72,0,78,71,71,72,0
Ansel Barnisco,230443,70,CDM,29,0,55,0,0,0,61,67,0,0,0,0,0,0,0,0,0,0,0,72,0,72,0,72,0,73,71,0,71,0,72,66,80,71,0
Nazarinho Rios,230428,70,CDM,25,0,67,0,0,0,62,55,0,0,0,0,0,0,0,0,0,0,0,55,0,77,0,69,0,66,72,0,71,0,77,74,82,66,0
Breno Bemposta,230243,70,CDM,33,0,51,0,0,0,74,69,0,0,0,0,0,0,0,0,0,0,0,66,0,65,0,65,0,71,69,0,60,0,77,77,74,67,0
Enzo Chissano,230241,70,CDM,25,0,75,0,0,0,68,64,0,0,0,0,0,0,0,0,0,0,0,67,0,72,0,64,0,66,68,0,67,0,83,70,70,59,0
Victorien Angban,229606,70,CDM,20,0,80,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,67,0,70,0,59,0,59,72,0,64,0,71,72,72,69,0
