,Rating,Preferred,Acceleration,Age,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
8724,66,LB,75,24,30,61,52,76,65,54,65,60,54,51,45,10,11,5,9,8,68,73,77,53,47,62,58,58,56,67,66,70,50,67,47,53,63
8725,66,LB,64,23,55,61,50,60,65,51,67,60,60,30,41,5,12,5,7,12,65,64,65,40,39,64,40,64,50,42,67,69,67,66,60,41,44
8726,66,LM,90,26,41,84,63,84,65,65,56,59,68,66,43,9,9,7,9,6,56,22,90,48,59,22,59,66,64,71,26,87,48,25,38,52,64
8727,66,CDM,65,25,76,70,33,74,62,65,57,43,60,41,56,11,12,15,6,13,59,70,74,64,66,61,45,55,66,68,64,70,64,63,66,63,33
8728,66,RM,73,20,42,78,70,66,64,63,53,41,71,67,27,9,6,9,7,13,42,38,54,49,61,16,61,65,56,55,17,71,85,12,65,67,52
8729,66,ST,72,26,60,75,60,68,65,58,42,60,62,66,52,13,12,8,13,10,72,24,71,52,60,24,63,60,59,63,21,73,74,22,72,55,71
8730,66,CDM,79,19,70,74,40,77,65,53,63,53,68,51,45,10,6,12,9,14,55,68,70,62,56,64,54,55,69,59,62,75,72,65,69,57,49
8731,66,ST,73,26,33,61,64,61,66,48,29,49,64,68,29,14,15,7,12,6,66,17,58,36,60,19,69,58,58,62,20,69,65,17,68,56,57
8732,66,ST,50,22,54,45,73,52,66,46,35,34,58,69,30,7,12,14,11,5,75,24,48,43,56,20,61,68,62,55,24,54,58,27,78,47,50
8733,66,ST,85,25,56,86,57,78,64,55,43,43,67,66,46,13,10,7,12,9,60,25,75,38,58,21,58,61,52,70,26,87,50,28,64,41,68
8734,66,ST,72,33,56,62,67,79,63,54,62,67,74,70,64,7,8,9,8,18,57,41,56,59,60,38,77,55,64,64,32,71,66,41,52,61,75
8735,66,ST,82,25,34,91,67,89,71,77,61,51,75,67,52,9,14,12,10,9,57,31,51,55,61,31,53,62,61,62,22,77,59,23,43,68,63
8736,66,ST,43,25,62,51,71,39,72,53,36,41,42,66,44,12,9,7,12,7,75,31,35,38,68,33,63,58,57,65,35,54,40,38,83,44,61
8737,66,CAM,78,33,44,81,67,77,72,62,73,77,71,45,75,9,8,7,9,7,55,44,56,76,61,31,67,55,66,72,22,67,62,22,61,58,47
8738,66,CDM,73,29,61,64,59,66,59,73,60,57,67,57,52,13,8,7,9,14,66,65,72,56,41,58,64,71,73,52,56,70,77,67,62,67,53
8739,66,CB,51,33,45,41,25,37,51,42,41,43,44,46,42,7,8,8,8,12,63,63,56,61,45,66,62,62,62,51,67,52,52,68,88,33,44
8740,66,CB,45,33,68,43,22,46,45,53,48,12,22,22,45,12,17,19,18,10,53,66,68,45,45,73,50,62,60,49,72,40,70,65,73,22,18
8741,66,RB,73,29,67,69,46,64,63,48,61,44,62,26,39,7,10,7,7,15,55,65,66,48,38,63,43,62,57,53,64,74,75,68,70,45,32
8742,66,RB,70,25,73,56,57,62,61,54,63,61,57,52,44,7,15,12,10,7,69,64,61,59,59,64,50,62,64,62,71,64,66,65,60,45,49
8743,66,RB,80,25,71,78,52,55,60,56,71,64,59,43,45,7,9,8,8,7,49,61,54,74,54,63,58,49,62,58,70,77,78,62,61,49,62
8744,66,ST,75,29,55,56,69,61,61,49,41,46,58,68,40,13,16,16,18,14,53,43,65,45,63,45,65,72,41,75,46,73,68,56,60,42,64
8745,66,CAM,47,25,44,53,49,61,71,62,74,63,63,54,68,10,8,7,8,8,49,23,58,72,73,25,44,52,73,49,35,51,54,33,52,76,49
8746,66,CAM,70,33,43,63,61,61,63,45,62,53,61,66,50,17,10,13,14,17,71,57,55,62,69,32,60,62,67,62,33,62,53,39,59,74,58
8747,66,CDM,68,29,54,67,63,71,62,66,56,71,66,63,55,13,10,16,7,12,43,54,58,66,63,71,53,74,67,70,48,67,83,67,67,61,56
8748,66,CB,43,33,59,44,39,42,55,54,54,72,51,45,73,11,9,7,11,13,74,66,81,62,46,73,57,71,66,71,57,57,44,50,82,51,56
8749,66,RB,75,29,68,56,41,57,68,58,75,45,50,45,75,15,18,11,14,11,68,65,59,65,67,70,68,63,66,60,57,49,72,63,61,50,42
8750,66,RB,66,29,76,47,48,53,62,61,62,54,52,41,54,11,8,19,9,17,62,66,61,53,56,68,62,58,65,71,63,61,74,71,81,52,47
8751,66,LB,64,29,79,52,52,71,73,50,70,48,45,51,62,16,11,11,17,13,61,53,64,62,60,77,65,60,65,61,72,66,63,60,58,47,48
8752,66,GK,28,29,19,66,5,32,17,36,7,8,16,8,13,57,74,77,63,68,6,7,60,23,11,6,26,60,19,22,13,27,14,7,68,27,13
8753,66,GK,31,25,59,62,7,67,21,62,11,8,9,8,9,53,54,74,73,77,9,9,54,24,11,8,23,68,27,24,9,36,33,8,72,67,9
8754,66,CM,66,24,68,67,54,68,67,64,62,61,69,54,66,10,11,10,13,13,47,67,58,64,52,55,62,60,68,58,51,70,72,59,66,71,34
8755,66,GK,62,19,22,32,19,62,17,23,15,19,18,16,16,70,66,62,64,68,20,19,58,20,16,12,12,52,24,18,20,63,41,18,65,29,18
8756,66,CM,72,18,73,63,60,70,69,61,44,43,66,48,38,11,12,9,14,10,52,56,57,65,47,48,42,62,70,48,58,75,74,64,66,67,40
8757,66,ST,78,26,72,74,68,72,65,45,66,45,68,65,39,5,8,11,14,13,52,46,40,57,54,26,59,64,64,65,31,83,75,32,56,52,68
8758,64,LB,70,22,54,68,48,76,59,46,60,50,52,48,35,14,13,11,9,14,50,66,40,54,50,60,59,60,59,66,64,73,73,62,68,41,42
8759,66,CM,74,19,40,75,57,79,78,61,61,73,75,59,47,14,13,13,9,9,44,35,62,72,49,32,55,60,72,59,35,68,68,38,59,59,54
8760,66,RB,80,19,72,70,47,69,64,60,65,47,65,30,28,14,14,7,12,11,60,60,63,57,33,62,32,53,63,38,63,81,68,66,78,39,29
8761,66,CDM,65,20,77,59,46,82,64,56,45,41,62,45,48,14,9,14,15,11,48,67,60,61,38,62,59,58,68,48,53,65,76,62,79,51,38
8762,66,CB,69,19,60,64,61,71,56,65,47,32,51,22,28,13,9,8,6,12,64,64,54,57,23,67,17,62,62,31,65,71,70,68,68,52,32
8763,66,CAM,69,19,35,64,56,70,66,59,58,56,64,62,44,7,7,13,10,6,42,41,53,67,67,41,48,55,72,55,38,68,67,49,59,65,36
8764,66,GK,39,26,16,34,17,28,19,28,19,11,13,19,17,68,58,78,68,62,14,23,50,21,17,16,18,65,27,24,18,44,31,18,75,51,12
8765,66,RW,76,23,40,74,62,78,64,52,61,39,69,66,33,10,13,12,12,5,47,17,74,43,58,14,55,58,63,55,18,80,76,12,65,63,42
8766,66,LB,72,20,46,70,63,75,62,61,65,50,64,37,44,14,6,7,13,12,62,60,70,64,56,64,47,65,65,57,63,73,75,65,72,56,37
8767,66,LM,74,27,70,60,60,71,70,42,70,67,63,54,57,6,15,13,6,8,49,59,70,58,59,57,49,66,63,80,55,75,70,58,67,61,49
8768,66,LM,80,22,33,73,61,72,62,66,65,58,66,64,53,14,14,6,9,7,53,22,57,61,61,48,63,49,64,65,46,81,69,42,62,58,57
8769,66,CB,52,21,51,65,39,50,58,55,44,44,50,46,39,14,14,12,10,10,76,52,75,41,40,72,59,51,50,46,65,69,71,68,82,32,39
8770,66,RB,75,21,55,71,61,69,66,56,56,62,57,33,25,13,14,9,13,10,62,63,72,56,25,66,30,57,61,44,67,69,76,68,70,53,29
8771,66,CDM,65,25,60,61,48,76,61,55,37,36,59,51,33,10,7,13,9,14,62,75,76,65,58,62,39,57,60,57,62,63,78,65,69,55,34
8772,66,CB,62,24,54,54,48,66,45,61,25,21,51,17,25,14,14,9,12,6,71,60,90,52,18,66,38,61,55,31,65,62,62,68,71,36,28
8773,66,RB,81,27,67,67,58,69,58,55,66,61,61,27,32,6,7,15,8,13,54,59,62,62,22,64,64,58,55,22,64,81,76,63,70,49,21
8774,66,RM,79,20,38,77,63,77,63,49,61,63,70,63,43,7,14,11,13,8,37,31,52,54,59,29,50,59,63,67,32,76,63,35,40,56,60
8775,66,CM,71,25,55,71,62,71,67,57,62,34,67,59,61,12,13,5,8,10,53,57,57,67,67,61,77,55,68,68,59,70,79,62,68,64,31
8776,66,RW,89,20,42,83,63,64,69,63,51,46,74,60,37,7,13,13,11,6,55,13,62,43,54,17,62,60,55,61,14,87,52,23,27,52,56
8777,66,ST,68,26,40,64,65,68,68,57,59,46,67,66,27,5,7,10,6,12,63,14,71,60,65,16,60,58,62,69,19,69,67,11,70,56,47
8778,66,RM,72,21,48,67,58,64,70,60,62,65,74,63,42,12,13,14,11,5,39,18,52,47,72,17,48,56,64,70,29,74,70,24,62,60,54
8779,66,ST,81,26,65,80,57,60,67,44,31,34,65,66,27,8,14,14,7,12,70,19,65,24,55,19,64,60,50,61,23,82,70,18,72,45,64
8780,66,CDM,68,21,78,68,38,53,71,74,31,37,68,26,33,10,15,14,8,9,67,69,70,56,57,60,38,68,61,70,62,78,65,66,82,51,27
8781,67,RB,81,23,65,71,59,71,62,54,65,58,61,38,32,8,10,9,14,14,57,64,67,57,34,60,41,60,65,59,65,82,75,63,56,57,33
8782,66,ST,54,26,64,55,66,51,66,52,27,48,62,67,42,14,10,14,13,12,72,15,59,31,56,28,63,58,62,64,26,62,57,27,78,58,56
8783,66,CDM,70,21,70,58,32,67,70,60,45,48,59,54,43,15,13,13,16,12,58,62,65,66,59,59,70,63,71,49,59,61,72,62,49,73,43
8784,66,CDM,64,30,56,46,36,52,63,70,62,68,57,43,66,16,10,7,15,15,58,73,58,64,49,62,57,78,62,66,60,65,68,59,64,62,35
8785,66,GK,47,23,31,49,11,50,26,28,12,21,25,13,15,70,62,61,64,68,13,21,66,18,21,13,31,63,24,23,15,43,34,11,68,51,15
8786,66,CAM,73,21,33,61,58,66,66,37,64,65,70,56,59,13,13,16,15,14,42,21,47,61,62,22,51,51,69,57,31,72,51,30,46,71,42
8787,66,RB,70,22,53,63,49,72,63,43,64,70,61,42,52,7,14,11,9,14,54,62,56,52,51,70,31,60,63,69,68,74,68,65,66,58,31
8788,66,LM,89,19,31,72,63,66,65,59,49,58,67,65,34,7,7,13,6,9,62,14,63,54,58,26,62,62,60,63,22,88,73,22,65,57,46
8789,66,LM,83,27,56,79,60,77,65,60,57,56,68,73,63,10,15,8,10,15,52,48,61,56,63,14,66,59,54,66,16,87,73,18,57,51,60
8790,66,RB,69,26,64,65,64,58,64,65,63,54,66,35,29,16,14,13,8,14,56,59,67,59,29,67,32,65,65,42,63,69,68,68,79,58,25
8791,66,LB,84,23,61,79,54,77,62,50,70,72,60,51,70,12,12,8,12,8,51,62,74,60,69,59,52,60,60,71,59,77,76,62,64,51,41
8792,66,LB,71,21,69,64,50,69,62,50,64,35,60,42,35,7,16,9,10,9,58,63,71,50,30,63,40,55,60,35,64,72,78,65,72,41,35
8793,66,CDM,52,21,72,64,34,60,64,58,45,35,58,37,35,13,15,10,9,14,62,64,64,63,39,69,46,63,61,48,64,55,68,65,73,54,32
8794,66,LM,65,22,59,75,50,70,75,44,84,73,66,56,73,8,7,7,14,14,53,20,59,68,43,24,55,50,58,59,20,67,54,23,56,73,48
8795,66,ST,77,24,56,70,63,70,64,67,55,58,64,65,49,12,6,13,10,9,62,51,81,51,58,39,60,64,56,68,41,80,71,39,66,51,55
8796,66,RB,74,21,77,54,53,65,51,39,59,40,65,33,44,9,14,6,11,11,55,62,58,50,36,59,45,59,65,37,68,75,77,67,55,41,34
8797,66,ST,68,29,72,55,67,62,65,65,50,59,62,68,61,7,13,7,13,11,66,48,64,59,59,34,60,60,58,65,27,66,66,36,69,61,58
8798,66,ST,78,25,67,76,63,61,62,58,42,56,67,64,43,7,11,9,13,12,62,15,65,38,61,18,60,60,45,78,16,81,67,18,78,57,44
8799,66,CB,66,28,55,45,27,64,47,52,32,32,52,29,31,11,11,11,12,11,65,65,76,58,21,69,48,51,47,48,70,69,69,71,71,40,41
8800,66,LW,69,21,55,71,59,65,68,59,61,58,70,63,56,10,7,11,11,15,54,49,48,62,65,49,58,67,63,63,51,67,59,48,61,65,61
8801,66,CB,64,22,55,58,47,49,58,43,31,72,50,48,73,11,9,15,15,14,57,68,57,53,51,65,41,66,61,72,62,66,70,73,76,48,32
8802,66,RB,60,22,61,62,59,59,66,57,52,40,57,52,33,12,15,16,12,16,58,68,66,57,77,68,37,65,60,76,68,58,79,70,68,57,30
8803,66,RWB,78,22,50,74,63,70,68,50,65,45,66,60,31,9,8,13,16,12,48,62,37,55,41,60,45,67,67,56,51,80,80,52,65,54,41
8804,66,ST,86,21,34,78,63,76,60,52,38,43,57,69,37,7,8,12,6,8,68,15,60,37,66,19,60,64,49,70,15,77,59,16,46,54,55
8805,66,LM,92,26,31,84,51,72,66,48,61,61,70,47,54,14,14,11,10,7,44,34,60,51,52,36,53,57,65,65,37,86,77,40,56,58,53
8806,66,CAM,65,21,38,68,46,66,74,69,39,67,69,34,60,15,15,6,14,14,34,45,66,72,56,45,45,65,73,51,48,60,66,49,67,69,35
8807,66,RB,81,20,68,75,49,72,64,62,64,67,60,42,41,7,13,6,13,13,39,62,57,59,40,60,45,58,65,54,63,81,80,59,50,51,46
8808,66,ST,78,25,61,69,60,65,65,67,70,51,68,63,42,9,8,8,15,7,58,27,53,58,66,22,61,55,66,76,21,78,65,21,63,58,50
8809,66,CDM,64,21,72,66,49,62,61,47,49,60,47,39,45,9,11,12,7,11,52,73,58,63,58,57,70,59,70,71,58,60,71,70,55,56,43
8810,66,ST,53,25,47,58,69,55,69,59,29,67,62,67,70,1,1,1,1,1,62,19,70,53,66,20,55,58,46,76,18,55,64,13,75,52,66
8811,66,CB,52,24,75,41,27,51,51,52,59,23,47,28,28,14,8,7,10,9,67,58,63,45,34,65,37,56,59,57,63,55,54,66,79,33,29
8812,66,RM,92,22,29,71,59,82,64,56,61,49,62,54,38,12,15,12,10,6,38,24,80,56,54,20,54,58,61,61,26,91,64,23,49,64,56
8813,66,CAM,84,22,33,79,62,73,64,42,57,52,74,61,55,13,7,11,13,14,25,16,69,57,54,15,55,52,62,61,28,84,72,30,47,67,34
8814,66,CDM,63,24,58,75,45,69,63,60,51,31,55,33,36,14,11,11,10,12,45,59,71,60,39,72,40,67,70,46,60,68,65,67,68,62,40
8815,66,LB,74,29,60,63,57,70,59,46,58,51,59,32,46,13,13,15,13,8,52,66,64,54,58,69,49,56,62,65,72,71,64,70,60,48,29
8816,66,RB,77,25,65,56,45,52,62,38,55,33,64,21,30,9,8,10,12,11,64,65,74,52,22,64,31,60,60,47,63,85,73,65,82,54,22
8817,66,CM,72,20,63,74,56,64,67,64,64,60,69,45,64,12,6,11,15,14,65,66,59,62,50,62,50,64,68,53,63,75,74,69,68,65,46
8818,66,CDM,69,23,78,63,56,64,63,69,37,32,59,33,39,9,12,14,16,14,71,67,83,55,53,56,38,68,66,50,60,68,82,67,74,50,35
8819,66,CM,61,19,55,70,65,62,65,38,31,36,66,55,42,12,11,10,10,13,41,70,72,67,57,52,53,47,70,72,62,66,72,71,71,60,34
8820,66,CB,51,36,61,50,29,61,48,38,41,24,25,22,23,12,8,10,10,15,62,62,85,44,35,67,39,54,38,42,66,54,34,66,87,29,16
8821,66,LW,86,20,46,73,59,73,67,59,60,51,70,65,49,9,7,12,16,12,45,23,49,51,43,27,61,65,60,67,35,87,54,36,41,57,49
8822,66,RB,85,26,72,77,60,81,57,49,66,60,61,46,58,10,13,13,10,12,52,54,59,62,67,62,53,61,65,81,67,84,65,65,68,56,47
8823,66,LM,79,21,44,74,56,73,68,48,62,56,72,58,43,8,11,10,11,15,43,27,57,61,44,26,56,49,59,57,43,84,64,36,45,62,53
8824,66,CM,72,19,75,69,55,64,73,56,50,40,72,60,34,6,11,8,14,10,61,60,66,63,45,53,59,67,69,65,43,73,74,52,56,63,61
8825,66,CB,48,23,65,61,56,57,58,48,42,37,48,55,40,14,14,8,15,11,65,59,72,71,62,65,42,58,67,58,58,53,70,66,84,59,49
8826,66,RB,76,32,66,70,56,79,66,61,59,50,55,53,41,10,14,7,7,12,61,62,75,57,56,66,51,71,60,60,64,69,68,64,34,51,43
8827,66,GK,32,30,24,34,11,47,16,22,18,15,11,19,18,68,58,81,77,48,14,13,53,24,12,13,22,77,29,23,14,36,34,17,55,30,15
8828,66,CB,66,26,82,59,31,48,62,69,42,29,56,27,31,10,8,14,8,6,64,60,67,58,35,59,35,63,60,48,64,77,60,59,80,51,33
8829,66,CAM,76,21,48,61,66,81,66,68,58,52,64,64,43,7,7,10,8,7,44,28,61,59,65,19,60,57,62,72,13,75,62,13,53,70,63
8830,66,CM,74,21,64,76,62,78,74,65,62,58,72,58,51,8,8,11,12,11,53,42,75,66,62,34,55,65,70,61,37,74,64,39,56,66,48
8831,66,RWB,68,25,72,65,48,56,60,59,64,62,61,35,42,12,12,7,13,7,60,64,61,60,42,61,37,60,58,65,63,76,80,65,76,47,44
8832,66,CB,55,21,77,57,28,47,56,65,37,39,53,20,27,8,9,14,14,9,61,66,82,52,33,66,33,63,55,47,58,66,51,61,78,42,34
8833,66,ST,75,19,29,55,71,68,64,56,32,38,62,67,33,4,5,5,4,3,71,10,56,33,48,10,65,56,45,63,10,70,58,18,69,40,54
8834,66,CB,46,27,76,43,30,30,45,42,30,32,41,26,27,12,7,12,15,14,69,61,69,40,32,64,47,50,61,59,57,57,57,66,89,32,32
8835,66,CDM,71,24,67,68,50,66,59,62,45,39,62,55,36,9,16,7,16,15,76,63,84,64,63,63,53,60,60,61,73,73,82,72,68,58,58
8836,66,LM,74,21,40,75,54,60,68,56,68,69,69,58,48,8,12,10,15,14,58,25,54,60,62,34,64,60,66,68,39,80,74,35,70,50,58
8837,66,GK,54,20,27,52,14,58,24,40,15,18,14,13,20,64,62,67,60,70,14,25,72,27,19,13,23,68,32,24,16,58,40,18,69,40,20
8838,66,ST,65,22,40,77,66,59,61,58,37,49,75,67,44,10,12,8,13,8,66,25,65,50,59,26,72,56,59,60,22,73,62,28,74,56,45
8839,66,CB,53,22,60,36,47,65,57,43,57,48,41,21,25,9,15,16,9,6,59,66,82,46,20,69,37,58,55,37,72,59,60,67,64,35,26
8840,66,RWB,72,22,60,73,57,72,64,42,66,48,64,40,30,14,13,15,7,13,45,60,62,53,49,64,42,55,62,46,68,76,72,65,50,50,30
8841,66,CB,63,20,63,63,40,67,60,66,56,52,43,20,33,8,11,8,16,8,49,70,68,54,28,66,41,63,59,43,69,70,58,65,76,56,40
8842,66,CAM,67,18,48,74,61,94,72,55,51,62,77,68,54,8,12,12,8,9,46,35,71,47,61,40,56,51,66,53,35,65,48,47,35,60,60
8843,66,RW,75,22,40,71,70,59,68,53,67,71,71,66,68,8,9,14,8,16,52,11,51,52,59,21,48,59,60,72,18,75,34,23,64,48,52
8844,66,CB,55,21,61,64,32,68,40,44,35,26,22,18,23,12,6,10,12,10,69,64,71,32,30,65,41,57,37,35,67,73,54,69,84,34,30
8845,66,CB,68,18,64,58,34,53,60,59,34,35,46,22,36,10,11,7,9,14,64,62,67,51,37,65,48,62,62,49,65,74,69,67,67,53,36
8846,66,CB,54,21,58,64,22,59,50,68,39,39,30,33,40,13,14,10,9,9,67,74,71,50,42,61,47,57,56,54,63,55,66,66,79,30,33
8847,66,CAM,71,19,37,78,65,75,68,61,45,65,64,53,67,15,10,13,16,15,34,25,33,65,55,35,53,64,70,55,34,73,64,31,45,59,57
8848,66,CB,62,20,71,42,23,49,50,53,30,26,35,26,24,11,12,15,10,10,65,63,50,34,21,67,34,62,53,34,62,53,62,64,84,30,29
8849,66,GK,52,21,23,69,20,47,11,29,12,11,15,19,12,69,68,61,58,67,13,16,57,22,16,16,23,67,36,25,15,56,45,13,64,31,14
8850,66,RM,76,23,46,73,55,74,65,62,66,60,67,62,56,15,13,15,9,7,36,29,59,58,49,38,48,61,65,68,39,72,66,32,64,66,56
8851,66,CM,72,19,48,66,54,70,71,55,67,70,68,38,49,11,10,14,8,15,48,50,59,70,67,45,52,56,74,65,57,70,70,57,57,62,56
8852,66,LM,83,21,69,75,55,79,70,45,59,42,70,64,40,15,14,15,8,9,50,28,61,57,68,40,53,58,63,73,35,81,60,37,43,59,67
8853,66,CDM,54,21,68,63,46,77,62,42,45,35,49,34,33,13,9,11,10,8,43,74,57,63,32,58,39,70,68,44,57,53,64,61,68,68,28
8854,66,RB,90,22,74,75,60,85,56,33,66,35,55,44,32,7,12,13,7,12,44,65,85,50,31,56,37,55,60,34,63,88,81,62,38,36,30
8855,66,CDM,67,29,72,67,56,78,62,66,39,58,63,41,41,8,11,9,11,13,62,70,78,63,46,46,42,71,64,54,66,64,70,69,72,68,38
8856,66,GK,40,20,28,37,12,38,18,26,18,12,15,20,19,70,65,71,67,68,12,21,58,18,17,21,24,45,31,18,19,45,33,15,73,50,16
8857,66,CM,65,21,60,64,59,69,64,58,43,53,67,59,48,13,8,8,15,10,49,55,59,67,52,55,42,63,69,65,63,67,71,55,68,68,49
8858,66,LM,70,21,31,62,63,75,65,57,63,64,64,59,70,10,10,10,14,6,47,26,51,64,57,31,58,55,68,65,26,73,71,23,65,63,42
8859,66,CM,59,25,61,56,53,64,63,61,61,41,61,49,40,13,15,13,13,12,59,58,57,68,59,47,45,70,72,63,51,55,76,57,66,61,39
8860,66,CDM,68,27,75,65,39,60,63,60,41,43,54,34,40,14,6,8,7,6,54,64,64,63,36,63,46,75,69,52,64,58,62,68,66,45,34
8861,66,LB,93,19,74,91,45,88,61,60,58,48,64,45,39,13,12,12,6,12,35,58,81,50,34,59,43,60,61,43,61,90,81,65,55,54,33
8862,66,CB,60,22,69,56,34,56,60,61,55,48,56,35,31,8,16,7,8,13,67,64,69,54,39,66,36,52,56,49,65,64,60,68,71,50,45
8863,66,LM,84,21,47,67,64,67,66,50,64,61,70,60,48,12,15,7,16,8,60,42,55,47,53,20,52,55,57,65,28,88,79,26,64,49,50
8864,66,CAM,70,21,58,65,66,61,67,66,69,60,66,47,69,8,8,16,13,12,36,27,50,55,72,37,47,64,65,68,39,63,61,32,71,70,45
8865,66,CB,54,20,71,61,35,57,50,59,25,24,37,18,26,8,9,13,15,9,59,63,74,48,31,68,33,60,55,51,62,59,62,65,77,39,40
8866,66,RW,82,20,39,83,60,82,68,55,60,60,69,57,55,8,8,16,11,8,49,22,55,64,62,23,56,61,63,69,26,83,73,21,55,61,56
8867,66,LB,71,25,33,69,53,71,63,50,63,50,72,50,39,8,10,8,13,9,54,62,44,63,45,55,43,65,65,59,68,68,82,63,41,68,55
8868,66,LB,82,33,57,64,39,60,55,49,55,27,63,35,52,13,6,14,13,6,58,58,82,63,23,67,63,52,66,46,67,90,75,66,69,43,39
8869,66,CM,70,18,61,52,68,44,66,69,58,58,66,67,56,9,9,14,7,10,64,61,58,59,60,58,60,64,66,66,55,69,82,61,80,64,41
8870,66,CDM,64,24,60,62,53,59,66,55,62,36,63,31,40,14,13,8,10,7,67,67,60,59,35,68,48,65,69,52,63,68,70,67,75,47,23
8871,66,RB,86,21,64,69,49,68,62,41,54,41,64,33,33,8,16,16,11,14,52,58,57,47,30,61,47,58,54,36,68,90,74,67,62,41,30
8872,66,ST,52,24,42,55,68,52,65,48,52,35,56,71,36,14,12,16,13,16,64,20,60,31,49,13,66,64,54,73,15,59,54,21,76,49,62
8873,66,RM,75,20,61,75,57,84,70,70,60,51,71,65,46,7,8,15,15,15,44,35,42,50,65,40,61,57,61,67,53,74,58,50,50,65,56
8874,66,GK,48,21,20,49,11,54,25,27,20,17,13,19,14,67,63,70,65,67,18,17,53,26,20,16,29,56,23,21,18,46,42,15,65,32,21
8875,66,LW,77,22,34,76,61,84,65,53,67,56,67,64,44,16,9,6,14,14,44,27,50,42,60,22,62,60,59,64,38,75,54,32,51,62,55
8876,66,ST,64,25,45,61,69,56,60,61,32,40,54,63,44,16,15,13,8,9,69,18,66,40,56,12,62,67,53,75,19,72,64,22,71,54,59
8877,66,LM,89,23,35,86,57,80,68,61,58,56,66,58,36,8,7,15,15,14,31,23,41,51,50,21,31,66,56,67,11,92,68,16,42,56,51
8878,66,RB,72,24,71,71,63,71,64,54,61,54,62,25,41,7,13,9,11,13,68,64,66,54,31,63,47,61,62,30,64,72,71,66,66,55,24
8879,66,CB,69,23,67,60,36,53,49,52,21,35,27,21,38,15,16,8,13,15,63,63,69,43,25,65,52,55,47,41,66,59,48,69,80,22,29
8880,66,ST,79,28,48,74,64,76,67,52,51,37,66,72,26,15,9,10,14,7,64,34,66,52,57,15,56,54,56,62,18,76,77,16,61,54,48
8881,66,CDM,72,29,71,68,57,63,66,63,57,67,67,55,68,14,16,7,13,8,65,66,70,66,65,57,69,64,63,68,56,70,90,57,74,68,54
8882,66,CB,62,21,63,55,20,70,63,53,28,23,42,24,55,8,13,9,10,14,59,63,75,65,68,66,50,55,58,70,64,68,60,65,76,30,23
8883,66,ST,86,25,75,83,65,64,64,46,33,58,62,67,31,13,10,13,8,11,59,19,62,51,60,16,61,51,63,64,34,87,66,39,60,50,60
8884,66,RB,76,20,60,79,43,69,65,68,68,67,71,64,75,9,11,14,11,16,59,61,74,68,68,56,63,65,66,79,58,82,76,63,58,67,58
8885,66,CB,75,22,66,65,59,63,66,50,33,51,60,55,40,16,8,12,10,15,68,55,74,34,66,64,61,59,57,73,67,73,62,66,74,49,50
8886,66,CB,64,25,72,56,51,59,62,43,65,33,43,35,32,15,6,9,13,8,63,65,73,58,32,59,36,63,69,46,62,65,77,65,76,49,27
8887,66,RB,68,27,74,72,48,68,61,41,70,31,57,35,49,9,11,14,10,11,66,53,60,47,40,64,44,62,52,48,72,73,70,70,64,42,28
8888,66,CB,53,26,65,33,25,65,47,63,45,30,50,23,23,8,14,10,14,12,66,63,63,24,26,67,35,47,55,40,66,57,70,68,78,43,28
8889,66,LM,79,24,48,77,61,84,70,56,62,62,72,37,62,16,12,13,7,9,38,16,68,58,41,22,57,60,63,54,37,78,65,29,52,59,49
8890,66,RM,78,23,41,75,61,72,66,49,57,62,70,53,35,8,13,6,14,8,54,23,57,61,52,22,56,64,63,67,20,79,68,19,49,57,55
8891,66,CAM,63,26,56,64,66,59,66,67,39,74,63,58,59,7,12,11,12,16,65,46,63,63,70,60,54,62,67,69,59,67,77,62,75,64,55
8892,66,CDM,72,28,76,67,56,65,59,62,53,66,64,36,48,9,10,15,14,12,57,65,76,63,40,60,51,67,63,66,63,76,74,69,73,54,59
8893,66,CDM,75,20,70,80,49,81,70,59,49,49,60,49,58,14,12,9,11,14,49,59,64,66,58,63,57,63,71,58,55,74,72,61,59,64,47
8894,67,CDM,64,24,73,60,56,60,65,60,43,64,61,56,60,14,12,6,7,12,67,64,65,61,74,63,63,63,63,84,58,64,90,63,83,57,60
8895,66,CB,53,25,60,43,51,60,64,53,26,39,49,32,29,13,8,7,9,9,60,63,73,65,27,63,41,53,63,46,66,65,37,67,75,59,29
8896,66,LB,74,21,70,73,62,61,65,59,66,46,64,19,20,8,13,13,13,13,49,61,79,54,33,60,24,62,56,29,64,80,76,64,79,29,34
8897,66,RW,76,26,68,61,62,57,65,60,66,57,68,66,47,7,16,10,6,10,53,48,53,54,56,44,50,63,62,62,45,79,61,52,56,55,62
8898,66,CB,69,20,59,67,41,68,70,57,53,40,66,32,44,14,15,8,11,9,62,72,74,59,35,67,43,59,71,38,70,66,56,62,58,38,37
8899,66,RB,65,21,67,60,52,66,59,40,64,32,53,32,28,7,15,12,12,11,54,65,79,53,22,60,32,63,61,23,65,66,81,65,70,42,21
