,Rating,Preferred,Acceleration,Age,Aggression,Agility,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Attacking_Position,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
9686,66,LCM,71.0,27,53.0,82.0,82.0,66.0,54.0,62.0,66.0,69.0,62.0,50.0,13.0,6.0,8.0,14.0,10.0,47.0,54.0,69.0,58.0,62.0,39.0,62.0,64.0,57.0,60.0,60.0,20.0,73.0,68.0,18.0,66.0,62.0,36.0
9687,66,RDM,69.0,26,78.0,57.0,54.0,65.0,61.0,49.0,45.0,63.0,58.0,63.0,6.0,15.0,6.0,10.0,7.0,64.0,59.0,58.0,62.0,59.0,62.0,64.0,63.0,65.0,67.0,73.0,56.0,66.0,88.0,60.0,78.0,62.0,55.0
9688,66,LB,69.0,23,55.0,70.0,71.0,69.0,57.0,72.0,67.0,71.0,47.0,47.0,12.0,12.0,12.0,7.0,9.0,53.0,62.0,60.0,57.0,51.0,66.0,52.0,47.0,62.0,60.0,48.0,61.0,70.0,67.0,67.0,71.0,57.0,42.0
9689,66,GK,50.0,38,26.0,70.0,53.0,23.0,46.0,18.0,18.0,14.0,13.0,14.0,64.0,66.0,67.0,63.0,63.0,14.0,24.0,70.0,31.0,13.0,21.0,21.0,17.0,71.0,29.0,23.0,14.0,52.0,21.0,13.0,65.0,42.0,14.0
9690,66,LB,74.0,24,56.0,43.0,53.0,65.0,50.0,66.0,69.0,65.0,62.0,70.0,9.0,7.0,10.0,14.0,12.0,52.0,66.0,63.0,65.0,74.0,51.0,58.0,63.0,60.0,66.0,80.0,67.0,69.0,68.0,68.0,76.0,58.0,55.0
9691,66,LB,73.0,27,62.0,70.0,73.0,65.0,56.0,65.0,68.0,61.0,31.0,49.0,10.0,8.0,12.0,14.0,7.0,52.0,60.0,72.0,61.0,50.0,68.0,65.0,49.0,64.0,64.0,52.0,64.0,74.0,67.0,66.0,67.0,48.0,45.0
9692,66,CAM,72.0,22,54.0,54.0,70.0,71.0,75.0,63.0,49.0,71.0,60.0,52.0,14.0,14.0,13.0,10.0,9.0,52.0,56.0,52.0,60.0,62.0,49.0,61.0,61.0,58.0,70.0,70.0,57.0,66.0,55.0,59.0,61.0,62.0,57.0
9693,66,CDM,55.0,30,75.0,73.0,70.0,67.0,60.0,55.0,69.0,63.0,56.0,47.0,11.0,10.0,14.0,10.0,6.0,59.0,72.0,74.0,63.0,64.0,68.0,54.0,59.0,65.0,63.0,74.0,54.0,67.0,72.0,53.0,69.0,62.0,58.0
9694,66,ST,71.0,30,40.0,57.0,53.0,60.0,66.0,40.0,45.0,56.0,70.0,45.0,7.0,6.0,14.0,6.0,15.0,66.0,23.0,71.0,38.0,53.0,25.0,60.0,70.0,66.0,52.0,55.0,29.0,71.0,61.0,24.0,82.0,57.0,55.0
9695,66,GK,45.0,34,26.0,46.0,60.0,26.0,53.0,20.0,17.0,19.0,14.0,16.0,66.0,64.0,61.0,66.0,68.0,15.0,27.0,56.0,14.0,15.0,14.0,33.0,19.0,62.0,30.0,26.0,17.0,43.0,28.0,21.0,60.0,12.0,18.0
9696,66,RM,80.0,22,80.0,77.0,70.0,66.0,52.0,65.0,58.0,65.0,56.0,26.0,9.0,13.0,11.0,12.0,6.0,70.0,65.0,80.0,55.0,49.0,71.0,54.0,66.0,61.0,62.0,65.0,54.0,78.0,86.0,60.0,75.0,49.0,43.0
9697,66,ST,72.0,21,35.0,70.0,65.0,60.0,52.0,48.0,54.0,67.0,65.0,36.0,8.0,6.0,7.0,13.0,13.0,66.0,17.0,55.0,38.0,62.0,30.0,62.0,60.0,59.0,63.0,69.0,15.0,76.0,69.0,16.0,72.0,55.0,65.0
9698,66,LM,75.0,19,31.0,82.0,82.0,70.0,55.0,65.0,59.0,67.0,65.0,52.0,10.0,13.0,7.0,12.0,15.0,61.0,17.0,64.0,63.0,70.0,23.0,58.0,58.0,55.0,67.0,62.0,20.0,72.0,62.0,26.0,43.0,59.0,64.0
9699,66,LM,80.0,27,58.0,75.0,72.0,62.0,59.0,65.0,58.0,66.0,57.0,63.0,6.0,12.0,12.0,13.0,9.0,38.0,40.0,69.0,50.0,59.0,36.0,50.0,62.0,63.0,62.0,65.0,31.0,78.0,86.0,26.0,62.0,60.0,61.0
9700,66,RCB,36.0,33,80.0,33.0,67.0,58.0,69.0,56.0,46.0,56.0,47.0,65.0,9.0,8.0,8.0,9.0,10.0,59.0,61.0,70.0,62.0,53.0,67.0,62.0,51.0,53.0,56.0,72.0,55.0,47.0,55.0,64.0,87.0,56.0,55.0
9701,66,CAM,62.0,29,66.0,81.0,75.0,67.0,66.0,64.0,60.0,65.0,62.0,69.0,10.0,14.0,9.0,10.0,10.0,37.0,58.0,60.0,60.0,68.0,39.0,62.0,62.0,62.0,63.0,72.0,22.0,71.0,79.0,24.0,57.0,66.0,57.0
9702,66,LW,56.0,32,62.0,62.0,56.0,70.0,67.0,64.0,64.0,73.0,60.0,47.0,6.0,11.0,12.0,12.0,16.0,34.0,30.0,32.0,61.0,58.0,58.0,50.0,64.0,64.0,62.0,59.0,40.0,62.0,60.0,47.0,71.0,72.0,54.0
9703,66,RM,63.0,38,55.0,74.0,67.0,67.0,60.0,70.0,68.0,71.0,49.0,57.0,15.0,8.0,16.0,14.0,9.0,39.0,56.0,48.0,65.0,59.0,50.0,59.0,65.0,63.0,68.0,64.0,57.0,65.0,54.0,52.0,61.0,67.0,55.0
9704,66,ST,53.0,32,38.0,59.0,52.0,65.0,62.0,33.0,32.0,58.0,70.0,25.0,6.0,10.0,10.0,7.0,14.0,70.0,12.0,70.0,33.0,58.0,31.0,65.0,75.0,70.0,39.0,65.0,16.0,46.0,54.0,18.0,77.0,55.0,57.0
9705,66,GK,26.0,25,26.0,23.0,27.0,14.0,41.0,11.0,13.0,8.0,5.0,13.0,67.0,64.0,68.0,70.0,67.0,10.0,7.0,66.0,21.0,6.0,18.0,17.0,7.0,51.0,24.0,18.0,10.0,31.0,28.0,12.0,60.0,24.0,9.0
9706,66,CB,65.0,19,62.0,70.0,70.0,59.0,55.0,62.0,39.0,40.0,29.0,30.0,8.0,14.0,6.0,6.0,6.0,55.0,69.0,72.0,57.0,31.0,62.0,50.0,40.0,65.0,64.0,43.0,63.0,69.0,71.0,70.0,68.0,60.0,40.0
9707,66,ST,71.0,30,68.0,72.0,75.0,63.0,59.0,58.0,68.0,62.0,64.0,59.0,9.0,8.0,10.0,7.0,15.0,68.0,33.0,66.0,55.0,61.0,37.0,59.0,66.0,64.0,64.0,65.0,43.0,70.0,68.0,32.0,76.0,66.0,58.0
9708,66,CB,43.0,29,72.0,42.0,41.0,57.0,73.0,45.0,35.0,43.0,27.0,40.0,14.0,10.0,16.0,16.0,16.0,67.0,63.0,49.0,55.0,36.0,61.0,41.0,27.0,59.0,60.0,40.0,65.0,46.0,50.0,68.0,75.0,53.0,25.0
9709,66,RM,79.0,23,59.0,70.0,73.0,67.0,57.0,69.0,61.0,69.0,36.0,56.0,9.0,11.0,7.0,11.0,8.0,50.0,56.0,60.0,58.0,57.0,54.0,53.0,58.0,61.0,64.0,57.0,60.0,85.0,65.0,64.0,65.0,61.0,50.0
9710,66,CB,36.0,23,76.0,30.0,29.0,51.0,54.0,28.0,41.0,31.0,26.0,36.0,7.0,13.0,15.0,14.0,10.0,66.0,60.0,64.0,46.0,31.0,63.0,42.0,27.0,55.0,54.0,49.0,62.0,37.0,67.0,65.0,86.0,34.0,33.0
9711,66,LCB,60.0,30,49.0,60.0,62.0,56.0,53.0,43.0,29.0,26.0,21.0,24.0,7.0,10.0,7.0,14.0,10.0,67.0,65.0,76.0,21.0,21.0,64.0,31.0,22.0,62.0,55.0,55.0,61.0,65.0,81.0,70.0,73.0,28.0,27.0
9712,66,CM,69.0,18,62.0,52.0,73.0,69.0,51.0,54.0,61.0,66.0,34.0,54.0,6.0,7.0,10.0,12.0,12.0,61.0,43.0,58.0,70.0,57.0,47.0,50.0,62.0,63.0,70.0,63.0,59.0,67.0,58.0,61.0,42.0,69.0,52.0
9713,66,LM,87.0,21,46.0,84.0,66.0,64.0,59.0,61.0,60.0,67.0,63.0,67.0,14.0,6.0,8.0,7.0,13.0,41.0,26.0,51.0,56.0,70.0,30.0,51.0,63.0,49.0,60.0,66.0,32.0,85.0,70.0,35.0,53.0,65.0,47.0
9714,66,CM,43.0,33,72.0,60.0,64.0,67.0,72.0,67.0,55.0,56.0,44.0,58.0,8.0,14.0,6.0,16.0,15.0,57.0,69.0,65.0,68.0,52.0,71.0,56.0,58.0,68.0,70.0,66.0,68.0,43.0,68.0,69.0,73.0,60.0,56.0
9715,66,RW,81.0,28,50.0,70.0,90.0,59.0,65.0,46.0,56.0,69.0,73.0,42.0,8.0,14.0,10.0,10.0,10.0,70.0,28.0,82.0,45.0,69.0,51.0,80.0,64.0,67.0,61.0,73.0,31.0,73.0,71.0,35.0,46.0,66.0,55.0
9716,66,LB,67.0,29,66.0,68.0,69.0,62.0,57.0,64.0,50.0,55.0,32.0,53.0,15.0,7.0,12.0,16.0,10.0,58.0,65.0,66.0,62.0,38.0,67.0,43.0,41.0,63.0,60.0,60.0,66.0,67.0,74.0,64.0,65.0,60.0,36.0
9717,66,CM,60.0,26,79.0,62.0,58.0,65.0,67.0,65.0,64.0,57.0,44.0,64.0,13.0,10.0,8.0,9.0,12.0,48.0,66.0,57.0,66.0,63.0,65.0,59.0,64.0,68.0,64.0,62.0,53.0,65.0,79.0,59.0,69.0,67.0,39.0
9718,66,RB,68.0,21,55.0,70.0,86.0,58.0,56.0,71.0,38.0,54.0,45.0,31.0,8.0,14.0,13.0,10.0,12.0,49.0,62.0,82.0,54.0,44.0,65.0,43.0,53.0,56.0,64.0,42.0,61.0,69.0,87.0,63.0,63.0,61.0,32.0
9719,66,LB,67.0,26,62.0,70.0,76.0,63.0,62.0,69.0,68.0,64.0,41.0,67.0,10.0,9.0,8.0,14.0,11.0,57.0,58.0,75.0,54.0,56.0,69.0,58.0,55.0,57.0,60.0,64.0,68.0,68.0,68.0,68.0,59.0,55.0,56.0
9720,66,ST,76.0,27,53.0,82.0,82.0,67.0,64.0,48.0,50.0,64.0,63.0,41.0,7.0,16.0,12.0,7.0,14.0,55.0,26.0,78.0,54.0,62.0,20.0,42.0,69.0,71.0,63.0,70.0,33.0,70.0,76.0,35.0,60.0,66.0,62.0
9721,66,LCB,65.0,30,67.0,71.0,64.0,55.0,51.0,47.0,34.0,47.0,32.0,35.0,8.0,10.0,14.0,15.0,10.0,62.0,71.0,68.0,58.0,43.0,56.0,45.0,32.0,68.0,67.0,52.0,62.0,62.0,76.0,66.0,72.0,57.0,41.0
9722,66,CAM,71.0,35,62.0,70.0,79.0,70.0,68.0,70.0,73.0,69.0,60.0,75.0,6.0,9.0,14.0,13.0,9.0,38.0,22.0,59.0,59.0,68.0,35.0,58.0,64.0,58.0,64.0,69.0,19.0,65.0,33.0,31.0,50.0,65.0,69.0
9723,66,LCM,54.0,23,83.0,74.0,70.0,54.0,51.0,65.0,54.0,56.0,27.0,59.0,7.0,13.0,13.0,9.0,7.0,60.0,65.0,54.0,62.0,26.0,74.0,62.0,61.0,68.0,68.0,46.0,64.0,66.0,49.0,67.0,74.0,61.0,31.0
9724,66,CB,72.0,29,56.0,58.0,63.0,49.0,57.0,38.0,36.0,44.0,33.0,44.0,14.0,14.0,9.0,7.0,10.0,56.0,60.0,81.0,42.0,35.0,65.0,47.0,38.0,59.0,44.0,54.0,73.0,70.0,78.0,78.0,75.0,44.0,35.0
9725,66,RS,70.0,26,82.0,63.0,57.0,58.0,62.0,45.0,42.0,56.0,66.0,31.0,10.0,16.0,11.0,15.0,10.0,66.0,22.0,80.0,45.0,52.0,46.0,57.0,64.0,59.0,55.0,77.0,22.0,74.0,77.0,26.0,86.0,41.0,60.0
9726,66,RB,78.0,24,50.0,78.0,68.0,60.0,61.0,63.0,45.0,62.0,47.0,46.0,15.0,10.0,10.0,11.0,7.0,59.0,64.0,70.0,55.0,41.0,60.0,45.0,55.0,57.0,62.0,56.0,63.0,79.0,79.0,64.0,60.0,56.0,49.0
9727,66,GK,42.0,27,30.0,30.0,41.0,20.0,46.0,13.0,18.0,12.0,12.0,12.0,65.0,66.0,62.0,66.0,64.0,18.0,24.0,61.0,32.0,15.0,10.0,21.0,17.0,62.0,27.0,21.0,17.0,44.0,42.0,13.0,75.0,54.0,19.0
9728,66,RDM,58.0,27,73.0,54.0,60.0,66.0,59.0,65.0,30.0,57.0,30.0,35.0,15.0,10.0,15.0,11.0,12.0,57.0,70.0,74.0,69.0,38.0,57.0,38.0,64.0,66.0,71.0,49.0,49.0,53.0,76.0,59.0,71.0,66.0,37.0
9729,66,LB,83.0,24,64.0,64.0,50.0,66.0,48.0,63.0,46.0,62.0,59.0,39.0,11.0,14.0,9.0,8.0,14.0,67.0,64.0,54.0,52.0,51.0,51.0,39.0,50.0,63.0,66.0,69.0,60.0,90.0,64.0,60.0,69.0,53.0,36.0
9730,66,LM,65.0,36,75.0,82.0,83.0,63.0,63.0,70.0,68.0,61.0,61.0,61.0,11.0,6.0,11.0,6.0,16.0,45.0,38.0,76.0,60.0,66.0,55.0,73.0,72.0,59.0,64.0,71.0,47.0,75.0,64.0,52.0,62.0,63.0,61.0
9731,66,RDM,64.0,29,59.0,70.0,73.0,67.0,66.0,58.0,56.0,64.0,57.0,57.0,9.0,8.0,11.0,15.0,14.0,66.0,66.0,74.0,66.0,69.0,60.0,53.0,56.0,61.0,68.0,71.0,65.0,61.0,71.0,66.0,61.0,65.0,61.0
9732,66,RDM,67.0,29,77.0,64.0,62.0,62.0,66.0,43.0,47.0,57.0,58.0,55.0,6.0,7.0,12.0,8.0,11.0,64.0,63.0,72.0,60.0,69.0,67.0,60.0,53.0,63.0,64.0,78.0,65.0,64.0,80.0,66.0,75.0,55.0,50.0
9733,66,LM,72.0,26,58.0,74.0,70.0,62.0,55.0,61.0,64.0,60.0,56.0,56.0,6.0,11.0,6.0,8.0,12.0,49.0,60.0,66.0,62.0,54.0,45.0,51.0,69.0,66.0,69.0,60.0,23.0,70.0,71.0,44.0,69.0,68.0,58.0
9734,66,RM,83.0,23,60.0,74.0,78.0,65.0,53.0,64.0,58.0,68.0,51.0,41.0,6.0,8.0,15.0,14.0,13.0,51.0,56.0,82.0,56.0,47.0,49.0,59.0,58.0,60.0,62.0,54.0,63.0,78.0,80.0,64.0,65.0,59.0,23.0
9735,66,ST,80.0,22,50.0,82.0,70.0,69.0,60.0,63.0,70.0,72.0,62.0,56.0,8.0,16.0,15.0,10.0,11.0,56.0,41.0,71.0,55.0,69.0,34.0,55.0,58.0,63.0,62.0,74.0,38.0,85.0,68.0,42.0,58.0,60.0,63.0
9736,66,CB,55.0,22,60.0,54.0,52.0,55.0,57.0,40.0,30.0,40.0,33.0,30.0,13.0,10.0,10.0,5.0,7.0,71.0,58.0,71.0,45.0,25.0,75.0,38.0,21.0,50.0,54.0,52.0,65.0,61.0,63.0,68.0,72.0,34.0,35.0
9737,66,RCB,53.0,30,49.0,45.0,52.0,40.0,55.0,38.0,24.0,34.0,18.0,29.0,10.0,13.0,14.0,7.0,6.0,66.0,62.0,71.0,55.0,18.0,68.0,35.0,30.0,57.0,60.0,35.0,66.0,48.0,70.0,65.0,92.0,31.0,30.0
9738,66,CDM,56.0,37,61.0,69.0,72.0,64.0,61.0,56.0,58.0,65.0,40.0,45.0,11.0,11.0,6.0,6.0,9.0,49.0,63.0,70.0,66.0,52.0,68.0,51.0,59.0,68.0,69.0,47.0,60.0,55.0,57.0,66.0,71.0,59.0,40.0
9739,66,ST,81.0,26,62.0,74.0,63.0,63.0,62.0,45.0,44.0,64.0,63.0,28.0,10.0,11.0,14.0,12.0,7.0,64.0,18.0,69.0,41.0,56.0,36.0,66.0,62.0,60.0,58.0,69.0,20.0,87.0,60.0,15.0,76.0,58.0,55.0
9740,66,LB,62.0,23,74.0,48.0,45.0,61.0,59.0,67.0,54.0,62.0,34.0,40.0,7.0,9.0,15.0,11.0,8.0,70.0,64.0,61.0,62.0,40.0,62.0,42.0,52.0,63.0,62.0,53.0,61.0,69.0,80.0,66.0,83.0,51.0,33.0
9741,66,ST,63.0,32,65.0,65.0,59.0,65.0,58.0,51.0,58.0,63.0,69.0,43.0,12.0,8.0,9.0,13.0,14.0,65.0,28.0,62.0,49.0,60.0,15.0,58.0,68.0,59.0,58.0,66.0,13.0,53.0,59.0,19.0,74.0,53.0,62.0
9742,66,CDM,71.0,21,55.0,68.0,69.0,66.0,58.0,52.0,45.0,64.0,53.0,46.0,13.0,15.0,14.0,14.0,13.0,57.0,60.0,64.0,66.0,55.0,64.0,61.0,56.0,62.0,72.0,66.0,63.0,70.0,73.0,66.0,71.0,50.0,38.0
9743,66,GK,36.0,35,33.0,58.0,44.0,22.0,57.0,12.0,13.0,30.0,13.0,14.0,67.0,64.0,60.0,69.0,65.0,17.0,23.0,64.0,35.0,14.0,12.0,22.0,15.0,58.0,41.0,22.0,25.0,42.0,28.0,24.0,56.0,44.0,8.0
9744,66,ST,65.0,29,48.0,78.0,78.0,64.0,68.0,53.0,52.0,64.0,66.0,55.0,12.0,6.0,11.0,10.0,13.0,60.0,42.0,73.0,35.0,58.0,29.0,70.0,71.0,68.0,56.0,65.0,13.0,68.0,80.0,21.0,60.0,43.0,67.0
9745,66,ST,55.0,29,70.0,62.0,66.0,66.0,67.0,58.0,61.0,56.0,66.0,57.0,11.0,9.0,9.0,13.0,8.0,65.0,45.0,75.0,51.0,65.0,35.0,67.0,65.0,62.0,59.0,70.0,30.0,63.0,71.0,40.0,78.0,65.0,63.0
9746,66,LB,72.0,27,54.0,78.0,65.0,62.0,58.0,62.0,66.0,60.0,36.0,46.0,9.0,14.0,7.0,7.0,10.0,52.0,64.0,64.0,50.0,41.0,62.0,35.0,53.0,66.0,57.0,56.0,63.0,73.0,74.0,66.0,74.0,45.0,24.0
9747,66,RDM,56.0,23,69.0,56.0,48.0,58.0,53.0,31.0,72.0,51.0,48.0,73.0,11.0,9.0,15.0,15.0,14.0,57.0,69.0,55.0,54.0,51.0,68.0,41.0,47.0,67.0,62.0,72.0,62.0,62.0,72.0,73.0,79.0,48.0,32.0
9748,66,GK,13.0,27,17.0,30.0,35.0,23.0,63.0,13.0,16.0,19.0,10.0,12.0,70.0,62.0,51.0,59.0,74.0,10.0,10.0,54.0,11.0,13.0,18.0,21.0,10.0,62.0,11.0,22.0,11.0,22.0,19.0,19.0,75.0,33.0,11.0
9749,66,LM,74.0,25,62.0,71.0,69.0,65.0,59.0,70.0,73.0,59.0,47.0,76.0,10.0,14.0,9.0,15.0,12.0,59.0,63.0,72.0,70.0,55.0,58.0,59.0,53.0,49.0,65.0,66.0,68.0,73.0,79.0,62.0,67.0,62.0,51.0
9750,66,RM,59.0,22,55.0,70.0,68.0,69.0,58.0,66.0,74.0,71.0,58.0,73.0,14.0,15.0,10.0,16.0,9.0,42.0,49.0,55.0,64.0,59.0,45.0,71.0,65.0,60.0,68.0,50.0,45.0,61.0,64.0,52.0,62.0,67.0,49.0
9751,66,LM,74.0,25,37.0,76.0,48.0,61.0,54.0,63.0,57.0,68.0,64.0,40.0,5.0,12.0,13.0,5.0,10.0,61.0,24.0,71.0,53.0,52.0,38.0,52.0,69.0,59.0,65.0,53.0,19.0,72.0,71.0,34.0,79.0,67.0,43.0
9752,66,CB,63.0,18,65.0,63.0,68.0,56.0,54.0,31.0,31.0,39.0,24.0,35.0,11.0,12.0,12.0,11.0,11.0,65.0,68.0,73.0,56.0,37.0,62.0,49.0,33.0,60.0,62.0,54.0,66.0,62.0,66.0,69.0,65.0,41.0,34.0
9753,66,CAM,60.0,21,53.0,59.0,62.0,65.0,58.0,59.0,56.0,67.0,63.0,64.0,7.0,7.0,14.0,10.0,8.0,41.0,33.0,63.0,54.0,75.0,34.0,54.0,61.0,55.0,67.0,71.0,30.0,61.0,32.0,35.0,76.0,69.0,62.0
9754,66,ST,70.0,25,42.0,78.0,69.0,65.0,49.0,56.0,68.0,57.0,65.0,69.0,10.0,11.0,16.0,15.0,11.0,57.0,25.0,74.0,53.0,70.0,29.0,58.0,65.0,61.0,56.0,77.0,18.0,68.0,63.0,23.0,64.0,45.0,64.0
9755,66,GK,50.0,31,25.0,43.0,40.0,15.0,56.0,14.0,14.0,19.0,16.0,15.0,63.0,66.0,64.0,65.0,66.0,20.0,18.0,55.0,37.0,14.0,30.0,17.0,14.0,68.0,28.0,23.0,18.0,44.0,35.0,18.0,77.0,14.0,16.0
9756,66,GK,31.0,25,19.0,49.0,22.0,19.0,55.0,14.0,10.0,11.0,8.0,13.0,66.0,64.0,65.0,67.0,70.0,16.0,11.0,31.0,29.0,7.0,17.0,15.0,8.0,48.0,33.0,23.0,12.0,33.0,29.0,13.0,58.0,38.0,12.0
9757,66,RM,72.0,18,33.0,66.0,82.0,70.0,49.0,66.0,57.0,68.0,62.0,49.0,10.0,6.0,7.0,14.0,7.0,45.0,31.0,46.0,65.0,51.0,28.0,61.0,58.0,58.0,66.0,62.0,28.0,74.0,51.0,36.0,42.0,65.0,58.0
9758,66,RB,77.0,27,72.0,67.0,59.0,64.0,62.0,61.0,45.0,59.0,52.0,37.0,10.0,13.0,10.0,12.0,12.0,54.0,64.0,73.0,58.0,47.0,66.0,48.0,54.0,55.0,65.0,50.0,62.0,80.0,76.0,64.0,73.0,45.0,44.0
9759,66,CAM,78.0,21,44.0,86.0,76.0,72.0,54.0,62.0,71.0,73.0,58.0,62.0,6.0,4.0,3.0,5.0,5.0,39.0,20.0,54.0,57.0,58.0,30.0,54.0,54.0,54.0,65.0,62.0,20.0,75.0,68.0,16.0,37.0,62.0,58.0
9760,66,CAM,66.0,22,50.0,69.0,58.0,69.0,62.0,60.0,58.0,67.0,59.0,58.0,12.0,13.0,11.0,6.0,7.0,48.0,34.0,52.0,65.0,57.0,37.0,55.0,64.0,60.0,67.0,54.0,36.0,63.0,60.0,35.0,62.0,67.0,44.0
9761,66,CM,71.0,28,80.0,73.0,77.0,66.0,77.0,58.0,51.0,60.0,56.0,57.0,8.0,9.0,9.0,8.0,16.0,60.0,65.0,87.0,63.0,59.0,65.0,58.0,58.0,64.0,68.0,62.0,63.0,78.0,93.0,67.0,85.0,60.0,61.0
9762,66,RCM,53.0,33,80.0,67.0,66.0,65.0,62.0,60.0,61.0,64.0,59.0,52.0,8.0,12.0,11.0,16.0,12.0,64.0,63.0,87.0,61.0,60.0,71.0,61.0,66.0,72.0,64.0,65.0,64.0,62.0,88.0,62.0,75.0,63.0,62.0
9763,66,CF,62.0,29,48.0,77.0,74.0,73.0,66.0,61.0,62.0,68.0,64.0,59.0,6.0,9.0,14.0,12.0,13.0,55.0,19.0,72.0,57.0,60.0,28.0,69.0,63.0,68.0,62.0,70.0,24.0,67.0,76.0,22.0,59.0,64.0,67.0
9764,66,RW,44.0,24,54.0,44.0,51.0,66.0,46.0,35.0,34.0,58.0,69.0,30.0,7.0,12.0,14.0,11.0,5.0,75.0,24.0,48.0,43.0,56.0,15.0,61.0,73.0,68.0,62.0,55.0,24.0,42.0,58.0,27.0,78.0,47.0,50.0
9765,66,GK,48.0,19,22.0,40.0,43.0,15.0,46.0,15.0,16.0,12.0,13.0,13.0,64.0,65.0,65.0,64.0,69.0,13.0,15.0,61.0,26.0,11.0,12.0,20.0,9.0,63.0,28.0,21.0,11.0,46.0,30.0,14.0,66.0,32.0,14.0
9766,66,LM,80.0,31,65.0,75.0,83.0,62.0,52.0,65.0,57.0,67.0,55.0,58.0,7.0,7.0,16.0,8.0,8.0,60.0,52.0,67.0,58.0,55.0,59.0,43.0,63.0,64.0,63.0,57.0,50.0,78.0,61.0,54.0,55.0,63.0,58.0
9767,66,LW,75.0,26,66.0,77.0,74.0,66.0,63.0,66.0,68.0,68.0,63.0,73.0,9.0,11.0,10.0,7.0,7.0,48.0,59.0,73.0,57.0,65.0,58.0,59.0,61.0,60.0,58.0,68.0,61.0,79.0,70.0,60.0,65.0,63.0,59.0
9768,66,CAM,86.0,24,53.0,87.0,88.0,68.0,67.0,59.0,46.0,69.0,45.0,40.0,14.0,11.0,16.0,11.0,7.0,42.0,58.0,80.0,66.0,46.0,34.0,49.0,57.0,62.0,67.0,53.0,46.0,81.0,74.0,52.0,35.0,65.0,45.0
9769,66,LM,81.0,24,37.0,80.0,88.0,66.0,55.0,62.0,52.0,71.0,55.0,53.0,12.0,14.0,7.0,16.0,9.0,51.0,23.0,78.0,54.0,58.0,29.0,56.0,67.0,62.0,57.0,75.0,27.0,82.0,63.0,33.0,71.0,52.0,66.0
9770,66,LW,70.0,23,63.0,66.0,65.0,64.0,61.0,33.0,45.0,69.0,68.0,40.0,10.0,8.0,12.0,10.0,11.0,64.0,15.0,67.0,38.0,57.0,33.0,56.0,65.0,58.0,61.0,65.0,20.0,68.0,61.0,16.0,64.0,54.0,55.0
9771,66,CM,61.0,35,54.0,85.0,76.0,66.0,65.0,60.0,70.0,64.0,56.0,71.0,15.0,11.0,12.0,12.0,9.0,55.0,63.0,81.0,66.0,67.0,60.0,66.0,57.0,63.0,70.0,72.0,59.0,54.0,65.0,66.0,67.0,66.0,59.0
9772,66,RB,61.0,29,78.0,57.0,72.0,67.0,52.0,47.0,33.0,59.0,51.0,39.0,14.0,7.0,6.0,6.0,6.0,65.0,67.0,85.0,68.0,63.0,62.0,43.0,47.0,66.0,70.0,40.0,65.0,59.0,80.0,67.0,61.0,55.0,26.0
9773,66,RCB,62.0,26,75.0,70.0,61.0,59.0,52.0,61.0,30.0,57.0,34.0,29.0,10.0,11.0,6.0,9.0,14.0,68.0,67.0,67.0,53.0,41.0,64.0,30.0,13.0,61.0,57.0,32.0,68.0,65.0,70.0,67.0,77.0,50.0,19.0
9774,66,CM,68.0,23,75.0,74.0,65.0,67.0,63.0,58.0,51.0,63.0,48.0,46.0,12.0,8.0,8.0,8.0,7.0,49.0,63.0,61.0,64.0,52.0,68.0,48.0,56.0,62.0,69.0,53.0,62.0,64.0,79.0,68.0,67.0,63.0,46.0
9775,66,GK,25.0,22,26.0,32.0,40.0,23.0,33.0,20.0,14.0,13.0,14.0,16.0,67.0,65.0,63.0,64.0,68.0,17.0,13.0,42.0,18.0,18.0,28.0,22.0,6.0,57.0,25.0,20.0,16.0,31.0,22.0,18.0,36.0,34.0,13.0
9776,66,ST,73.0,23,60.0,71.0,79.0,63.0,63.0,38.0,51.0,70.0,65.0,42.0,13.0,8.0,13.0,11.0,9.0,55.0,20.0,61.0,56.0,64.0,38.0,68.0,67.0,62.0,71.0,61.0,15.0,69.0,56.0,23.0,71.0,62.0,48.0
9777,66,CM,62.0,29,71.0,55.0,75.0,67.0,66.0,56.0,58.0,63.0,59.0,55.0,11.0,14.0,7.0,9.0,12.0,62.0,62.0,63.0,59.0,60.0,61.0,59.0,67.0,68.0,68.0,67.0,63.0,63.0,72.0,66.0,64.0,60.0,58.0
9778,66,LDM,56.0,28,64.0,72.0,75.0,67.0,60.0,66.0,53.0,63.0,56.0,62.0,10.0,9.0,14.0,10.0,11.0,43.0,57.0,81.0,64.0,56.0,47.0,45.0,56.0,67.0,67.0,58.0,45.0,66.0,81.0,53.0,66.0,66.0,39.0
9779,66,RM,93.0,20,40.0,92.0,88.0,68.0,57.0,62.0,52.0,72.0,53.0,33.0,14.0,7.0,6.0,7.0,11.0,40.0,31.0,51.0,47.0,41.0,41.0,49.0,58.0,58.0,58.0,58.0,31.0,82.0,57.0,37.0,59.0,54.0,47.0
