Acceleration,Age,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Preferred,Rating,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
78,27,67,74,68,67,68,70,0,59,73,68,0,0,0,0,0,0,66,0,62,0,67,0,66,0,70,68,68,71,0,81,74,0,60,68,67
78,21,47,80,62,57,69,63,0,74,73,66,0,0,0,0,0,0,58,0,75,0,68,0,55,0,70,63,66,71,0,81,64,0,68,60,56
61,33,80,72,75,60,68,76,0,66,64,67,0,0,0,0,0,0,72,0,89,0,61,0,71,0,70,62,65,70,0,67,55,0,81,61,67
71,29,45,83,61,81,71,62,0,45,77,61,0,0,0,0,0,0,61,0,54,0,67,0,66,0,70,66,67,71,0,72,62,0,61,71,72
77,33,77,78,74,68,50,74,0,61,58,78,0,0,0,0,0,0,69,0,90,0,69,0,79,0,70,70,58,68,0,76,92,0,74,52,70
67,19,61,72,73,62,71,65,0,69,69,68,0,0,0,0,0,0,63,0,71,0,56,0,66,0,70,74,67,75,0,70,68,0,63,59,61
67,33,78,66,74,71,71,62,0,60,69,65,0,0,0,0,0,0,63,0,68,0,72,0,66,0,70,73,69,73,0,69,72,0,68,69,64
85,20,59,67,64,66,69,64,0,62,73,67,0,0,0,0,0,0,44,0,50,0,53,0,42,0,70,66,65,70,0,94,62,0,79,57,48
65,28,62,58,72,47,62,62,0,58,52,73,0,0,0,0,0,0,72,0,74,0,70,0,71,0,70,67,63,80,0,68,68,0,77,49,72
71,22,70,72,71,58,68,69,0,41,67,70,0,0,0,0,0,0,71,0,74,0,61,0,55,0,70,67,57,73,0,73,75,0,76,39,65
67,28,51,68,71,60,71,65,0,67,66,71,0,0,0,0,0,0,72,0,72,0,66,0,71,0,70,54,64,72,0,71,82,0,72,51,68
77,29,41,79,73,72,60,69,0,36,57,76,0,0,0,0,0,0,73,0,90,0,56,0,71,0,70,71,54,65,0,82,83,0,62,55,60
79,22,57,78,59,77,75,64,0,71,76,74,0,0,0,0,0,0,37,0,50,0,54,0,50,0,70,72,62,73,0,84,62,0,67,49,60
77,27,63,71,69,76,70,65,0,61,71,72,0,0,0,0,0,0,62,0,71,0,65,0,64,0,70,70,66,70,0,75,69,0,65,65,72
72,22,70,72,67,61,72,73,0,71,69,71,0,0,0,0,0,0,37,0,60,0,68,0,66,0,70,65,69,71,0,68,67,0,69,65,70
75,25,66,67,72,64,66,64,0,30,61,71,0,0,0,0,0,0,74,0,81,0,52,0,70,0,70,57,63,68,0,77,67,0,79,50,72
81,33,44,62,74,84,73,67,0,64,71,77,0,0,0,0,0,0,53,0,56,0,62,0,73,0,70,66,69,68,0,78,62,0,41,61,69
81,23,53,87,56,85,73,62,0,63,76,63,0,0,0,0,0,0,46,0,64,0,67,0,68,0,70,65,65,65,0,77,68,0,33,61,62
72,30,55,77,74,74,69,60,0,40,67,68,0,0,0,0,0,0,69,0,80,0,65,0,62,0,70,68,62,70,0,76,70,0,65,44,69
85,34,56,92,73,91,72,71,0,68,68,65,0,0,0,0,0,0,75,0,92,0,60,0,69,0,70,62,62,71,0,93,76,0,32,67,71
79,27,75,74,71,71,64,58,0,31,60,64,0,0,0,0,0,0,77,0,82,0,61,0,57,0,70,70,66,72,0,79,64,0,76,62,69
50,30,28,61,73,35,70,74,0,43,62,68,0,0,0,0,0,0,82,0,78,0,53,0,64,0,70,70,56,70,0,62,72,0,87,65,62
53,34,67,70,76,74,68,66,0,66,66,69,0,0,0,0,0,0,74,0,76,0,65,0,74,0,70,71,68,67,0,55,55,0,75,62,59
73,27,57,87,72,65,68,67,0,57,67,65,0,0,0,0,0,0,72,0,82,0,64,0,66,0,70,63,61,73,0,70,63,0,72,59,74
71,29,45,83,61,81,71,62,0,45,77,61,0,0,0,0,0,0,61,0,54,0,67,0,66,0,70,66,67,71,0,72,62,0,61,71,72
65,20,53,61,70,65,69,68,0,62,68,68,0,0,0,0,0,0,72,0,66,0,63,0,57,0,70,65,65,69,0,66,71,0,76,63,68
77,19,64,72,67,68,70,68,0,62,74,67,0,0,0,0,0,0,68,0,67,0,62,0,69,0,70,64,67,71,0,75,71,0,70,67,64
70,32,72,72,70,75,74,65,0,70,75,68,0,0,0,0,0,0,62,0,73,0,72,0,71,0,70,65,71,76,0,70,56,0,57,71,66
67,26,67,68,70,62,67,65,0,67,64,70,0,0,0,0,0,0,72,0,80,0,65,0,62,0,70,70,63,74,0,69,73,0,74,54,70
73,29,66,64,67,60,66,66,0,62,64,68,0,0,0,0,0,0,66,0,65,0,75,0,77,0,70,68,59,79,0,79,69,0,71,66,69
56,37,62,68,79,63,70,63,0,55,64,70,0,0,0,0,0,0,71,0,73,0,66,0,73,0,70,69,71,69,0,53,57,0,76,70,66
81,33,44,62,74,84,73,67,0,64,71,77,0,0,0,0,0,0,53,0,56,0,62,0,73,0,70,66,69,68,0,78,62,0,41,61,69
64,29,79,70,68,72,67,67,0,63,61,72,0,0,0,0,0,0,70,0,77,0,67,0,62,0,70,64,62,76,0,70,82,0,77,55,70
35,31,68,40,76,52,65,66,0,33,63,71,0,0,0,0,0,0,81,0,76,0,62,0,72,0,70,74,70,72,0,40,38,0,75,53,67
73,24,61,76,71,52,74,70,0,69,75,68,0,0,0,0,0,0,57,0,56,0,70,0,67,0,70,60,62,71,0,76,58,0,71,67,66
65,33,62,61,69,57,66,67,0,55,62,75,0,0,0,0,0,0,70,0,68,0,67,0,73,0,70,67,60,70,0,67,67,0,77,53,72
76,21,53,58,62,46,70,71,0,42,66,67,0,0,0,0,0,0,74,0,74,0,59,0,57,0,70,60,59,75,0,78,45,0,90,59,64
71,22,54,66,75,71,74,63,0,64,72,62,0,0,0,0,0,0,68,0,68,0,62,0,68,0,70,56,70,59,0,68,54,0,51,72,67
91,30,64,77,67,69,65,75,0,64,71,65,0,0,0,0,0,0,55,0,65,0,54,0,55,0,70,63,66,65,0,92,71,0,67,64,57
69,28,54,69,69,57,63,59,0,48,59,72,0,0,0,0,0,0,70,0,85,0,64,0,68,0,70,64,64,72,0,72,60,0,78,66,76
67,25,54,63,69,44,68,61,0,63,67,71,0,0,0,0,0,0,76,0,62,0,62,0,63,0,70,59,59,74,0,72,73,0,73,43,65
77,22,56,73,68,74,67,63,0,47,69,71,0,0,0,0,0,0,60,0,74,0,59,0,61,0,70,64,58,70,0,82,65,0,85,51,57
48,36,31,69,69,69,70,67,0,72,67,64,0,0,0,0,0,0,44,0,58,0,67,0,77,0,70,62,76,69,0,49,34,0,45,77,64
52,25,55,58,72,42,69,68,0,44,65,75,0,0,0,0,0,0,73,0,36,0,64,0,65,0,70,66,58,70,0,68,69,0,75,39,66
74,22,50,76,74,70,68,60,0,48,68,74,0,0,0,0,0,0,71,0,73,0,59,0,62,0,70,64,69,68,0,70,57,0,56,59,62
58,24,42,55,68,71,68,74,0,35,62,75,0,0,0,0,0,0,69,0,60,0,68,0,67,0,70,64,62,74,0,60,69,0,88,60,62
63,25,41,76,73,79,70,67,0,64,72,67,0,0,0,0,0,0,64,0,56,0,62,0,65,0,70,68,72,64,0,72,62,0,43,69,63
91,24,62,83,65,92,70,67,0,64,75,66,0,0,0,0,0,0,64,0,73,0,62,0,58,0,70,65,62,68,0,93,70,0,61,63,59
73,23,56,69,72,70,67,64,0,46,71,72,0,0,0,0,0,0,62,0,72,0,59,0,65,0,70,69,59,72,0,90,79,0,76,70,61
68,20,76,45,69,38,67,68,0,43,64,70,0,0,0,0,0,0,68,0,60,0,63,0,60,0,70,57,63,78,0,73,57,0,92,57,63
77,25,88,61,64,62,66,60,0,55,66,70,0,0,0,0,0,0,80,0,88,0,54,0,62,0,70,64,57,72,0,80,85,0,87,57,54
63,29,70,68,75,70,69,67,0,59,67,68,0,0,0,0,0,0,71,0,72,0,63,0,67,0,70,68,64,66,0,63,74,0,78,60,63
60,28,61,59,71,66,71,64,0,53,67,66,0,0,0,0,0,0,79,0,81,0,60,0,76,0,70,67,58,72,0,73,69,0,79,60,60
43,31,69,33,67,32,68,64,0,57,63,74,0,0,0,0,0,0,78,0,57,0,71,0,68,0,70,61,70,75,0,55,68,0,89,73,73
62,31,52,73,78,71,67,75,0,50,65,67,0,0,0,0,0,0,66,0,77,0,62,0,75,0,70,73,64,70,0,68,61,0,73,68,67
79,26,41,74,66,70,63,64,0,66,66,75,0,0,0,0,0,0,69,0,62,0,68,0,55,0,70,69,55,74,0,70,59,0,63,59,65
78,25,54,79,67,72,71,70,0,66,73,67,0,0,0,0,0,0,53,0,80,0,75,0,63,0,70,65,67,72,0,76,55,0,68,64,62
68,21,40,71,73,73,70,66,0,51,64,73,0,0,0,0,0,0,64,0,54,0,63,0,63,0,70,65,59,67,0,73,68,0,73,52,63
51,32,71,46,72,34,58,66,0,54,61,74,0,0,0,0,0,0,75,0,72,0,59,0,75,0,70,68,76,79,0,55,67,0,79,72,69
65,33,62,61,69,57,66,67,0,55,62,75,0,0,0,0,0,0,70,0,68,0,67,0,73,0,70,67,60,70,0,67,67,0,77,53,72
77,27,46,81,63,75,70,66,0,66,71,61,0,0,0,0,0,0,49,0,63,0,56,0,62,0,70,67,71,61,0,80,71,0,49,70,59
79,28,49,78,66,80,71,65,0,74,73,70,0,0,0,0,0,0,64,0,76,0,71,0,63,0,70,66,66,75,0,79,62,0,63,64,68
66,28,81,62,68,51,69,65,0,53,68,66,0,0,0,0,0,0,71,0,75,0,61,0,59,0,70,70,66,76,0,71,78,0,81,58,70
78,26,31,79,73,83,67,71,0,60,64,71,0,0,0,0,0,0,73,0,85,0,66,0,64,0,70,66,57,70,0,78,83,0,64,53,63
77,33,68,83,72,84,70,73,0,55,68,69,0,0,0,0,0,0,70,0,91,0,69,0,44,0,70,68,65,70,0,77,71,0,57,65,65
77,28,65,78,68,75,69,67,0,68,69,68,0,0,0,0,0,0,65,0,55,0,68,0,65,0,70,66,66,73,0,76,72,0,63,59,70
78,21,56,48,66,62,67,67,0,61,67,70,0,0,0,0,0,0,70,0,57,0,62,0,63,0,70,62,58,72,0,80,74,0,83,55,64
81,27,74,90,71,77,77,58,0,59,65,67,0,0,0,0,0,0,58,0,88,0,57,0,60,0,70,66,54,80,0,78,60,0,70,60,77
88,31,70,76,66,55,68,67,0,64,72,68,0,0,0,0,0,0,64,0,79,0,63,0,66,0,70,66,62,71,0,83,55,0,75,61,58
69,21,39,73,61,79,76,63,0,61,75,77,0,0,0,0,0,0,44,0,57,0,70,0,47,0,70,55,70,65,0,68,53,0,51,59,55
66,25,58,57,67,54,68,66,0,62,61,68,0,0,0,0,0,0,75,0,65,0,69,0,71,0,70,63,72,76,0,68,68,0,73,71,61
67,31,71,70,71,73,68,70,0,67,65,74,0,0,0,0,0,0,64,0,65,0,70,0,74,0,70,70,56,72,0,65,66,0,79,65,70
74,19,52,70,65,63,74,70,0,68,72,67,0,0,0,0,0,0,64,0,60,0,64,0,60,0,70,73,59,77,0,77,64,0,68,63,66
56,31,72,65,71,68,73,63,0,59,71,68,0,0,0,0,0,0,78,0,59,0,65,0,63,0,70,61,71,69,0,47,30,0,76,56,65
64,26,60,58,67,36,73,60,0,61,70,67,0,0,0,0,0,0,65,0,63,0,63,0,73,0,70,63,66,74,0,69,69,0,82,58,69
69,21,65,63,70,59,63,63,0,51,58,70,0,0,0,0,0,0,73,0,80,0,64,0,60,0,70,63,63,75,0,72,67,0,88,58,60
66,21,72,53,64,31,67,61,0,40,65,69,0,0,0,0,0,0,72,0,81,0,50,0,61,0,70,65,68,75,0,78,33,0,93,66,57
73,22,55,70,74,72,62,63,0,58,63,72,0,0,0,0,0,0,70,0,77,0,63,0,59,0,70,67,61,71,0,75,73,0,71,58,64
82,25,51,70,77,67,76,72,0,54,75,50,0,0,0,0,0,0,51,0,55,0,67,0,67,1,69,76,68,72,0,81,60,0,71,55,71
75,26,55,46,74,65,71,65,0,21,69,73,0,0,0,0,0,0,73,0,60,0,67,0,75,1,69,70,65,77,0,72,69,0,48,70,71
64,25,52,73,67,73,73,65,0,73,74,65,0,0,0,0,0,0,59,0,72,0,54,0,75,1,69,63,74,69,0,62,65,0,61,66,62
88,23,57,83,66,83,68,65,0,67,68,69,0,0,0,0,0,0,54,0,54,0,63,0,66,1,69,59,60,71,0,90,76,0,60,66,59
74,24,39,72,64,69,72,59,0,63,71,69,0,0,0,0,0,0,61,0,64,0,70,0,69,1,69,67,69,71,0,70,61,0,62,67,70
67,37,62,71,65,89,75,76,0,86,70,60,0,0,0,0,0,0,38,0,34,0,66,0,74,1,69,70,78,66,0,45,56,0,34,76,74
64,25,52,73,67,73,73,65,0,73,74,65,0,0,0,0,0,0,59,0,72,0,54,0,75,1,69,63,74,69,0,62,65,0,61,66,62
82,25,51,70,77,67,76,72,0,54,75,50,0,0,0,0,0,0,51,0,55,0,67,0,67,1,69,76,68,72,0,81,60,0,71,55,71
74,24,55,82,72,67,72,72,0,65,68,71,0,0,0,0,0,0,50,0,55,0,71,0,60,1,69,68,64,70,0,72,63,0,61,63,60
58,29,63,66,71,74,68,72,0,67,65,72,0,0,0,0,0,0,69,0,69,0,66,0,81,1,69,63,66,69,0,59,75,0,74,64,65
74,25,54,62,65,60,70,60,0,63,69,66,0,0,0,0,0,0,66,0,70,0,65,0,62,0,69,66,64,67,0,79,86,0,80,62,63
69,23,60,71,68,73,60,65,0,64,68,69,0,0,0,0,0,0,69,0,72,0,67,0,68,0,69,54,66,76,0,68,63,0,84,64,62
51,23,77,57,71,46,64,70,0,59,60,72,0,0,0,0,0,0,78,0,64,0,59,0,73,0,69,66,56,76,0,58,62,0,84,48,60
86,29,77,85,76,73,64,70,0,68,69,74,0,0,0,0,0,0,75,0,83,0,62,0,70,0,69,72,59,48,0,74,67,0,54,65,47
66,25,48,67,68,63,62,66,0,58,56,74,0,0,0,0,0,0,74,0,83,0,71,0,62,0,69,69,56,74,0,68,59,0,69,49,55
49,31,66,36,70,32,66,73,0,55,57,70,0,0,0,0,0,0,74,0,34,0,57,0,76,0,69,69,62,73,0,64,67,0,91,46,57
45,24,67,46,67,34,67,71,0,46,58,65,0,0,0,0,0,0,76,0,54,0,62,0,56,0,69,65,63,80,0,65,60,0,91,45,60
61,29,67,64,70,48,68,53,0,60,65,73,0,0,0,0,0,0,67,0,56,0,63,0,73,0,69,52,66,72,0,64,69,0,86,53,64
71,19,47,66,67,48,64,66,0,64,60,68,0,0,0,0,0,0,68,0,60,0,63,0,65,0,69,68,53,77,0,76,61,0,77,46,57
68,28,81,66,72,64,63,61,0,53,57,67,0,0,0,0,0,0,66,0,68,0,70,0,69,0,69,71,56,76,0,72,70,0,82,69,68
62,23,58,59,69,67,69,65,0,39,68,69,0,0,0,0,0,0,74,0,69,0,62,0,59,0,69,59,65,74,0,62,70,0,71,58,71
60,25,66,61,70,49,68,70,0,63,60,69,0,0,0,0,0,0,70,0,72,0,70,0,60,0,69,68,65,73,0,60,70,0,79,61,65
82,19,28,75,70,70,72,68,0,49,70,68,0,0,0,0,0,0,64,0,62,0,65,0,64,0,69,71,57,67,0,74,66,0,67,62,56
83,24,50,66,72,66,69,61,0,54,67,71,0,0,0,0,0,0,57,0,64,0,56,0,69,0,69,67,60,64,0,86,83,0,65,60,57
92,23,54,79,67,74,68,64,0,63,72,68,0,0,0,0,0,0,52,0,86,0,60,0,56,0,69,63,63,72,0,93,78,0,67,62,42
73,23,43,72,67,73,68,65,0,60,70,68,0,0,0,0,0,0,64,0,72,0,63,0,66,0,69,63,67,73,0,76,74,0,72,68,56
90,24,68,85,64,86,66,63,0,51,72,67,0,0,0,0,0,0,44,0,59,0,65,0,53,0,69,64,62,70,0,84,74,0,75,63,54
73,31,48,72,68,65,66,77,0,76,73,73,0,0,0,0,0,0,62,0,62,0,74,0,78,0,69,66,67,62,0,71,54,0,59,65,64
80,29,75,89,61,77,59,65,0,50,67,71,0,0,0,0,0,0,66,0,71,0,70,0,70,0,69,70,51,73,0,84,78,0,69,54,64
82,25,65,84,66,80,68,60,0,71,69,56,0,0,0,0,0,0,51,0,76,0,65,0,67,0,69,57,68,64,0,80,74,0,60,67,59
75,30,68,70,63,71,68,64,0,49,69,74,0,0,0,0,0,0,62,0,80,0,60,0,41,0,69,71,57,66,0,80,65,0,59,47,69
58,29,70,69,69,67,65,63,0,45,64,68,0,0,0,0,0,0,72,0,73,0,64,0,74,0,69,65,63,73,0,62,67,0,82,55,64
63,27,60,32,74,42,64,64,0,52,48,74,0,0,0,0,0,0,79,0,65,0,73,0,70,0,69,55,58,69,0,71,60,0,79,41,51
37,32,73,33,81,53,65,73,0,48,50,72,0,0,0,0,0,0,74,0,76,0,62,0,69,0,69,75,50,75,0,59,74,0,80,68,63
52,24,58,54,69,58,72,65,0,64,67,70,0,0,0,0,0,0,72,0,70,0,58,0,62,0,69,67,61,72,0,52,62,0,88,61,59
74,25,78,73,68,68,66,64,0,65,65,64,0,0,0,0,0,0,63,0,74,0,64,0,58,0,69,69,66,76,0,77,81,0,74,62,65
57,30,49,67,66,70,73,59,0,76,71,65,0,0,0,0,0,0,52,0,59,0,68,0,66,0,69,65,70,70,0,57,40,0,59,67,55
81,20,68,69,69,69,65,62,0,38,62,67,0,0,0,0,0,0,63,0,64,0,63,0,66,0,69,62,59,75,0,86,65,0,87,55,35
66,31,63,72,67,72,75,69,0,74,69,67,0,0,0,0,0,0,63,0,70,0,69,0,73,0,69,65,66,72,0,68,70,0,76,55,73
70,29,46,67,70,56,72,69,0,57,64,72,0,0,0,0,0,0,71,0,81,0,44,0,68,0,69,64,60,70,0,68,56,0,73,50,68
49,32,73,53,71,54,66,68,0,56,60,68,0,0,0,0,0,0,78,0,84,0,66,0,65,0,69,62,54,78,0,53,44,0,85,55,72
55,21,38,56,65,55,74,60,0,62,66,71,0,0,0,0,0,0,72,0,70,0,56,0,60,0,69,53,60,73,0,65,70,0,92,52,65
84,27,50,77,66,72,68,61,0,45,69,59,0,0,0,0,0,0,52,0,48,0,62,0,61,0,69,68,65,68,0,82,59,0,60,66,71
60,30,73,62,73,65,58,73,0,53,50,76,0,0,0,0,0,0,67,0,79,0,66,0,71,0,69,70,53,77,0,65,67,0,78,67,68
75,25,50,71,70,73,63,69,0,39,64,72,0,0,0,0,0,0,66,0,72,0,63,0,72,0,69,66,59,68,0,76,81,0,77,54,70
85,27,56,91,71,72,69,60,0,66,70,63,0,0,0,0,0,0,48,0,58,0,62,0,57,0,69,64,61,65,0,87,85,0,58,66,65
76,29,51,68,68,71,70,65,0,67,67,70,0,0,0,0,0,0,71,0,77,0,68,0,69,0,69,68,58,66,0,75,70,0,62,45,66
84,26,68,82,66,84,66,51,0,56,70,67,0,0,0,0,0,0,64,0,79,0,61,0,33,0,69,64,65,63,0,83,76,0,61,63,50
61,26,59,67,72,63,60,65,0,62,58,73,0,0,0,0,0,0,68,0,71,0,64,0,63,0,69,71,56,77,0,54,72,0,76,51,65
74,21,85,57,68,60,67,56,0,55,66,73,0,0,0,0,0,0,60,0,75,0,59,0,68,0,69,59,54,71,0,75,72,0,79,67,66
72,33,74,61,70,61,67,70,0,41,64,71,0,0,0,0,0,0,63,0,69,0,55,0,64,0,69,68,59,68,0,76,73,0,84,67,62
64,26,48,62,71,49,70,65,0,48,68,70,0,0,0,0,0,0,72,0,76,0,53,0,64,0,69,60,59,71,0,68,65,0,79,51,63
61,27,70,60,71,55,65,69,0,65,60,66,0,0,0,0,0,0,68,0,74,0,64,0,57,0,69,67,55,73,0,75,68,0,85,55,63
80,24,40,81,66,66,70,56,0,72,68,61,0,0,0,0,0,0,58,0,69,0,67,0,52,0,69,67,65,70,0,78,65,0,64,65,45
90,23,84,84,58,91,75,65,0,53,71,57,0,0,0,0,0,0,43,0,62,0,53,0,46,0,69,61,65,58,0,81,83,0,70,69,60
65,23,29,62,71,67,63,53,0,50,61,75,0,0,0,0,0,0,68,0,65,0,71,0,71,0,69,62,56,77,0,64,66,0,73,61,46
65,23,66,58,69,55,70,53,0,46,67,71,0,0,0,0,0,0,68,0,70,0,65,0,64,0,69,68,56,68,0,67,77,0,78,37,69
65,31,70,63,66,50,68,60,0,52,64,66,0,0,0,0,0,0,72,0,71,0,69,0,67,0,69,60,65,79,0,65,63,0,82,59,60
80,23,64,73,66,63,66,68,0,49,71,67,0,0,0,0,0,0,71,0,80,0,63,0,64,0,69,65,56,71,0,80,63,0,71,54,62
67,25,36,65,75,60,64,69,0,64,59,72,0,0,0,0,0,0,72,0,68,0,60,0,70,0,69,69,60,67,0,67,58,0,70,58,69
81,27,37,78,69,77,66,67,0,37,64,68,0,0,0,0,0,0,65,0,73,0,50,0,71,0,69,67,63,73,0,80,68,0,65,51,61
68,23,54,70,63,48,66,62,0,52,66,68,0,0,0,0,0,0,75,0,72,0,61,0,55,0,69,63,55,75,0,77,67,0,75,62,64
62,28,64,68,75,66,68,65,0,66,64,74,0,0,0,0,0,0,71,0,71,0,67,0,76,0,69,73,68,69,0,57,68,0,67,68,67
43,29,78,45,73,37,66,70,0,54,47,76,0,0,0,0,0,0,76,0,60,0,68,0,65,0,69,69,59,74,0,53,68,0,78,45,64
43,35,48,30,75,32,69,75,0,44,55,75,0,0,0,0,0,0,83,0,82,0,41,0,78,0,69,69,60,55,0,58,55,0,92,48,70
64,22,71,71,65,61,73,68,0,64,75,66,0,0,0,0,0,0,62,0,66,0,64,0,69,0,69,69,51,75,0,63,65,0,79,63,70
63,35,51,64,76,57,69,72,0,53,58,71,0,0,0,0,0,0,70,0,74,0,57,0,75,0,69,71,47,69,0,67,67,0,74,49,69
78,24,45,75,70,68,68,57,0,65,74,68,0,0,0,0,0,0,52,0,54,0,66,0,62,0,69,64,62,70,0,74,64,0,59,67,59
74,21,36,65,71,70,69,60,0,49,68,70,0,0,0,0,0,0,62,0,64,0,59,0,67,0,69,66,59,67,0,76,68,0,67,60,57
78,29,60,83,65,82,70,70,0,67,73,62,0,0,0,0,0,0,71,0,60,0,54,0,66,0,69,76,67,62,0,70,64,0,57,64,60
70,27,31,75,72,72,69,57,0,35,71,70,0,0,0,0,0,0,61,0,70,0,61,0,69,0,69,63,64,69,0,73,51,0,69,68,53
83,23,44,80,62,68,68,69,0,49,72,60,0,0,0,0,0,0,39,0,58,0,60,0,53,0,69,63,63,70,0,83,68,0,60,66,59
42,25,34,47,72,33,64,58,0,47,57,69,0,0,0,0,0,0,82,0,33,0,68,0,72,0,69,66,62,76,0,42,61,0,92,52,61
77,33,74,74,72,63,64,65,0,49,63,69,0,0,0,0,0,0,69,0,66,0,63,0,67,0,69,65,54,73,0,74,72,0,72,55,69
69,21,70,68,68,66,65,59,0,56,69,75,0,0,0,0,0,0,68,0,73,0,56,0,54,0,69,56,66,69,0,74,57,0,77,57,63
73,20,33,62,67,44,70,59,0,37,71,72,0,0,0,0,0,0,66,0,72,0,64,0,59,0,69,69,59,67,0,79,45,0,59,44,65
76,31,52,74,70,63,66,63,0,62,65,67,0,0,0,0,0,0,69,0,75,0,63,0,65,0,69,59,68,66,0,80,72,0,76,57,54
82,26,36,73,69,64,68,67,0,62,66,72,0,0,0,0,0,0,65,0,60,0,68,0,70,0,69,64,59,64,0,84,73,0,63,55,61
76,25,45,78,65,73,70,69,0,52,66,72,0,0,0,0,0,0,66,0,80,0,62,0,65,0,69,64,58,69,0,76,73,0,68,42,67
72,25,74,64,68,60,68,64,0,70,68,69,0,0,0,0,0,0,67,0,72,0,65,0,70,0,69,62,68,69,0,68,53,0,74,60,64
86,29,77,85,76,73,64,70,0,68,69,74,0,0,0,0,0,0,75,0,83,0,62,0,70,0,69,72,59,48,0,74,67,0,54,65,47
58,33,61,52,75,42,68,66,0,41,64,72,0,0,0,0,0,0,72,0,38,0,67,0,67,0,69,63,55,70,0,52,53,0,79,53,58
72,27,64,62,66,51,69,73,0,37,67,63,0,0,0,0,0,0,71,0,73,0,53,0,56,0,69,68,62,71,0,75,70,0,93,60,47
68,23,70,60,66,60,66,40,0,51,62,70,0,0,0,0,0,0,65,0,67,0,59,0,55,0,69,61,59,73,0,79,68,0,85,43,62
78,29,55,77,66,64,67,61,0,64,67,70,0,0,0,0,0,0,64,0,62,0,65,0,79,0,69,65,63,71,0,77,72,0,72,51,67
48,29,76,58,69,34,69,60,0,59,70,71,0,0,0,0,0,0,70,0,32,0,69,0,69,0,69,68,66,71,0,49,72,0,85,53,67
68,31,59,72,70,65,70,47,0,45,74,67,0,0,0,0,0,0,48,0,33,0,53,0,54,0,69,74,66,62,0,60,63,0,51,69,72
74,28,68,61,70,53,63,68,0,48,68,68,0,0,0,0,0,0,76,0,91,0,66,0,64,0,69,65,57,69,0,77,69,0,71,58,58
44,29,67,35,78,41,66,62,0,51,60,69,0,0,0,0,0,0,82,0,61,0,56,0,70,0,69,64,52,73,0,38,55,0,84,49,77
67,21,55,73,71,80,65,64,0,51,67,72,0,0,0,0,0,0,73,0,83,0,54,0,72,0,69,59,62,68,0,72,69,0,84,45,52
81,32,59,71,70,66,66,62,0,59,66,70,0,0,0,0,0,0,64,0,70,0,61,0,68,0,69,66,55,73,0,77,71,0,66,60,70
81,19,49,80,66,65,70,58,0,52,74,69,0,0,0,0,0,0,62,0,69,0,60,0,52,0,69,56,69,67,0,76,69,0,69,59,65
73,28,69,72,67,55,67,66,0,60,63,68,0,0,0,0,0,0,69,0,74,0,61,0,73,0,69,67,66,70,0,75,71,0,78,57,66
78,21,33,74,66,64,56,60,0,34,74,71,0,0,0,0,0,0,67,0,70,0,76,0,75,0,69,60,45,76,0,81,53,0,74,47,47
68,34,52,71,66,70,69,71,0,69,66,61,0,0,0,0,0,0,53,0,43,0,70,0,71,0,69,65,71,66,0,60,64,0,69,70,64
79,24,75,73,67,68,65,64,0,64,69,65,0,0,0,0,0,0,70,0,67,0,65,0,55,0,69,66,59,70,0,75,78,0,82,53,63
76,29,45,59,67,44,68,71,0,61,59,72,0,0,0,0,0,0,73,0,79,0,52,0,65,0,69,63,60,64,0,76,74,0,87,53,61
49,29,55,61,71,35,69,78,0,43,64,70,0,0,0,0,0,0,73,0,34,0,64,0,64,0,69,70,59,70,0,61,66,0,79,54,67
79,21,77,64,67,69,68,57,0,52,64,69,0,0,0,0,0,0,61,0,68,0,57,0,58,0,69,68,57,72,0,76,75,0,81,57,57
77,25,68,82,71,76,70,60,0,47,72,69,0,0,0,0,0,0,51,0,75,0,60,0,57,0,69,63,60,77,0,79,64,0,71,57,54
83,24,81,68,71,78,65,67,0,50,60,70,0,0,0,0,0,0,54,0,82,0,65,0,72,0,69,60,53,78,0,82,56,0,85,50,63
68,27,43,63,67,48,67,58,0,53,65,67,0,0,0,0,0,0,70,0,71,0,63,0,68,0,69,66,62,68,0,72,63,0,85,64,59
68,29,86,78,69,59,69,65,0,48,68,67,0,0,0,0,0,0,64,0,90,0,64,0,68,0,69,64,58,75,0,69,77,0,78,65,70
78,27,66,74,60,67,70,72,0,66,73,58,0,0,0,0,0,0,54,0,69,0,63,0,64,0,69,67,62,66,0,78,71,0,69,61,52
71,26,33,61,69,61,66,68,0,49,68,72,0,0,0,0,0,0,69,0,58,0,65,0,69,0,69,62,64,65,0,67,65,0,68,56,57
82,23,46,78,67,82,67,58,0,67,74,69,0,0,0,0,0,0,49,0,58,0,57,0,65,0,69,64,66,66,0,79,67,0,61,60,58
83,24,65,75,62,83,68,52,0,59,73,60,0,0,0,0,0,0,38,0,77,0,54,0,57,0,69,65,63,69,0,80,70,0,42,60,39
68,20,49,66,70,66,69,72,0,65,64,70,0,0,0,0,0,0,71,0,75,0,56,0,68,0,69,65,61,65,0,71,73,0,75,57,59
